ETHUSDT_NowPrice,ETHUSDT_PredPrice,ETHUSDT_Rate_Inv,ETHUSDT_LorS,ETHUSDT_PorL,ETHUSDT_Currencies,ETHUSDT_Now+1Price,ETHUSDTTotal_PorL,ETHUSDTMax_Possible,ETHUSDTFinal_Currencies,ETHUSDTConfs,BTCUSDT_NowPrice,BTCUSDT_PredPrice,BTCUSDT_Rate_Inv,BTCUSDT_LorS,BTCUSDT_PorL,BTCUSDT_Currencies,BTCUSDT_Now+1Price,BTCUSDTTotal_PorL,BTCUSDTMax_Possible,BTCUSDTFinal_Currencies,BTCUSDTConfs,SOLUSDT_NowPrice,SOLUSDT_PredPrice,SOLUSDT_Rate_Inv,SOLUSDT_LorS,SOLUSDT_PorL,SOLUSDT_Currencies,SOLUSDT_Now+1Price,SOLUSDTTotal_PorL,SOLUSDTMax_Possible,SOLUSDTFinal_Currencies,SOLUSDTConfs,XRPUSDT_NowPrice,XRPUSDT_PredPrice,XRPUSDT_Rate_Inv,XRPUSDT_LorS,XRPUSDT_PorL,XRPUSDT_Currencies,XRPUSDT_Now+1Price,XRPUSDTTotal_PorL,XRPUSDTMax_Possible,XRPUSDTFinal_Currencies,XRPUSDTConfs,LUNAUSDT_NowPrice,LUNAUSDT_PredPrice,LUNAUSDT_Rate_Inv,LUNAUSDT_LorS,LUNAUSDT_PorL,LUNAUSDT_Currencies,LUNAUSDT_Now+1Price,LUNAUSDTTotal_PorL,LUNAUSDTMax_Possible,LUNAUSDTFinal_Currencies,LUNAUSDTConfs,BNBUSDT_NowPrice,BNBUSDT_PredPrice,BNBUSDT_Rate_Inv,BNBUSDT_LorS,BNBUSDT_PorL,BNBUSDT_Currencies,BNBUSDT_Now+1Price,BNBUSDTTotal_PorL,BNBUSDTMax_Possible,BNBUSDTFinal_Currencies,BNBUSDTConfs,AVAXUSDT_NowPrice,AVAXUSDT_PredPrice,AVAXUSDT_Rate_Inv,AVAXUSDT_LorS,AVAXUSDT_PorL,AVAXUSDT_Currencies,AVAXUSDT_Now+1Price,AVAXUSDTTotal_PorL,AVAXUSDTMax_Possible,AVAXUSDTFinal_Currencies,AVAXUSDTConfs,ADAUSDT_NowPrice,ADAUSDT_PredPrice,ADAUSDT_Rate_Inv,ADAUSDT_LorS,ADAUSDT_PorL,ADAUSDT_Currencies,ADAUSDT_Now+1Price,ADAUSDTTotal_PorL,ADAUSDTMax_Possible,ADAUSDTFinal_Currencies,ADAUSDTConfs,NEARUSDT_NowPrice,NEARUSDT_PredPrice,NEARUSDT_Rate_Inv,NEARUSDT_LorS,NEARUSDT_PorL,NEARUSDT_Currencies,NEARUSDT_Now+1Price,NEARUSDTTotal_PorL,NEARUSDTMax_Possible,NEARUSDTFinal_Currencies,NEARUSDTConfs,MATICUSDT_NowPrice,MATICUSDT_PredPrice,MATICUSDT_Rate_Inv,MATICUSDT_LorS,MATICUSDT_PorL,MATICUSDT_Currencies,MATICUSDT_Now+1Price,MATICUSDTTotal_PorL,MATICUSDTMax_Possible,MATICUSDTFinal_Currencies,MATICUSDTConfs,LTCUSDT_NowPrice,LTCUSDT_PredPrice,LTCUSDT_Rate_Inv,LTCUSDT_LorS,LTCUSDT_PorL,LTCUSDT_Currencies,LTCUSDT_Now+1Price,LTCUSDTTotal_PorL,LTCUSDTMax_Possible,LTCUSDTFinal_Currencies,LTCUSDTConfs,ATOMUSDT_NowPrice,ATOMUSDT_PredPrice,ATOMUSDT_Rate_Inv,ATOMUSDT_LorS,ATOMUSDT_PorL,ATOMUSDT_Currencies,ATOMUSDT_Now+1Price,ATOMUSDTTotal_PorL,ATOMUSDTMax_Possible,ATOMUSDTFinal_Currencies,ATOMUSDTConfs,LINKUSDT_NowPrice,LINKUSDT_PredPrice,LINKUSDT_Rate_Inv,LINKUSDT_LorS,LINKUSDT_PorL,LINKUSDT_Currencies,LINKUSDT_Now+1Price,LINKUSDTTotal_PorL,LINKUSDTMax_Possible,LINKUSDTFinal_Currencies,LINKUSDTConfs,ALGOUSDT_NowPrice,ALGOUSDT_PredPrice,ALGOUSDT_Rate_Inv,ALGOUSDT_LorS,ALGOUSDT_PorL,ALGOUSDT_Currencies,ALGOUSDT_Now+1Price,ALGOUSDTTotal_PorL,ALGOUSDTMax_Possible,ALGOUSDTFinal_Currencies,ALGOUSDTConfs,MANAUSDT_NowPrice,MANAUSDT_PredPrice,MANAUSDT_Rate_Inv,MANAUSDT_LorS,MANAUSDT_PorL,MANAUSDT_Currencies,MANAUSDT_Now+1Price,MANAUSDTTotal_PorL,MANAUSDTMax_Possible,MANAUSDTFinal_Currencies,MANAUSDTConfs,SANDUSDT_NowPrice,SANDUSDT_PredPrice,SANDUSDT_Rate_Inv,SANDUSDT_LorS,SANDUSDT_PorL,SANDUSDT_Currencies,SANDUSDT_Now+1Price,SANDUSDTTotal_PorL,SANDUSDTMax_Possible,SANDUSDTFinal_Currencies,SANDUSDTConfs
3203.04,[[3202.844]],[[0.0624846]],short,profit,0.12229631849742738,2811.32,profit,126.18324474816502,[[106.27549]],"[[1.         1.         1.         1.        ]
 [1.         1.         1.         1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.         1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         4.69538176 1.         1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.         1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         4.54178063 1.         1.        ]
 [1.         1.         1.0615     1.        ]]",42158.85,[[42133.848]],[[0.06251783]],short,profit,0.08726163071336146,38480.0,111.07,[[111.07206]],[[0.06248194]],long,lose,0.14675429909066354,94.77,0.7543,[[0.7545212]],[[0.0624991]],long,lose,0.1901100357947766,0.6109,91.85,[[91.86645]],[[0.06249196]],long,lose,0.06271094175285782,86.09,418.1,[[417.97845]],[[0.06249894]],short,profit,0.05716335804831388,394.2,81.01,[[81.01028]],[[0.06248099]],long,lose,0.19886433773608195,64.9,1.027,[[1.0281146]],[[0.06254859]],long,lose,0.21489776046738063,0.8063,15.804,[[15.803728]],[[0.06248185]],short,profit,0.2618324474816502,11.666,1.427,[[1.4281938]],[[0.06253305]],long,lose,0.18220042046250876,1.167,110.3,[[110.29975]],[[0.06248092]],short,profit,0.09338168631006344,100.0,26.5,[[26.502758]],[[0.06248728]],long,lose,0.2513207547169811,19.84,15.24,[[15.2540865]],[[0.06253853]],long,lose,0.2073490813648294,12.08,0.7503,[[0.75044596]],[[0.06249293]],long,lose,0.1366120218579234,0.6478,2.2651,[[2.2650826]],[[0.06248125]],short,profit,0.25579444616131736,1.6857,2.8808,[[2.8817]],[[0.0625003]],long,lose,0.19078033879477918,2.3312
2811.32,[[2913.5066]],[[0.06375889]],long,profit,0.001600671570650086,2806.82,profit,130.5963052536726,[[106.542984]],"[[1.09335376 1.         1.         1.        ]
 [1.         1.         1.05589727 1.        ]
 [1.         1.         1.06530105 1.        ]
 [1.         1.         1.06644128 1.        ]
 [1.         1.         1.0615     1.        ]
 [1.         1.         1.00149662 1.        ]
 [1.         1.         1.08404029 1.        ]
 [1.01383682 1.         1.0615     1.        ]
 [1.13521343 4.69538176 1.         1.        ]
 [1.11520298 1.         1.0615     1.        ]
 [1.06764706 1.         1.         1.        ]
 [1.05054981 1.         1.0615     1.        ]
 [1.00654083 1.         1.0615     1.        ]
 [1.06071427 1.         1.0615     1.        ]
 [1.         4.54178063 1.01095208 1.        ]
 [1.05015355 1.         1.0615     1.        ]]",38480.0,[[39904.617]],[[0.06380035]],long,lose,0.0020002598752599057,38556.97,94.77,[[96.95562]],[[0.06106379]],long,lose,0.012029123140234257,93.63,0.6109,[[0.6260154]],[[0.0611641]],long,lose,0.0006547716483875527,0.6113,86.09,[[87.52919]],[[0.06068508]],long,lose,0.00545940295040073,85.62,394.2,[[400.33716]],[[0.06248047]],long,lose,0.0022831050228309924,393.3,64.9,[[67.88266]],[[0.06243036]],long,lose,0.026194144838212675,63.2,0.8063,[[0.82913226]],[[0.06137745]],long,profit,0.0053330026044896076,0.802,11.666,[[12.373595]],[[0.06525426]],long,profit,0.034973427052974564,11.258,1.167,[[1.205515]],[[0.06165715]],long,profit,0.022279348757497878,1.141,100.0,[[102.227036]],[[0.06289278]],long,profit,0.0020000000000000282,99.8,19.84,[[20.609]],[[0.06200075]],long,profit,0.011088709677419298,19.62,12.08,[[12.472492]],[[0.06162656]],long,profit,0.010761589403973575,11.95,0.6478,[[0.6787271]],[[0.06253683]],long,profit,0.02747761654831744,0.63,1.6857,[[1.7661153]],[[0.06445754]],long,lose,0.019101856795396575,1.6535,2.3312,[[2.453306]],[[0.06281362]],long,profit,0.02402196293754292,2.2752
2806.82,[[2386.34]],[[0.06541986]],short,lose,0.005931979963089772,2823.47,profit,132.92100214307737,[[106.770294]],"[[1.09335376 1.00850705 1.         1.        ]
 [1.         1.         1.05589727 1.        ]
 [1.         1.02630214 1.06530105 1.        ]
 [1.         1.         1.06644128 1.10366596]
 [1.         1.         1.0615     1.0664169 ]
 [1.         1.         1.00149662 1.04250675]
 [1.         1.         1.08404029 1.06287821]
 [1.01383682 1.01486769 1.0615     1.        ]
 [1.13521343 4.71181106 1.         1.        ]
 [1.11520298 1.         1.0615     1.07850341]
 [1.06764706 1.03843423 1.         1.        ]
 [1.05054981 1.         1.0615     1.        ]
 [1.00654083 1.         1.0615     1.06021452]
 [1.06071427 1.02586355 1.0615     1.        ]
 [1.         4.54178063 1.01095208 1.02692728]
 [1.05015355 1.         1.0615     1.01152898]]",38556.97,[[35040.895]],[[0.06208489]],short,lose,0.0016430232977331606,38620.32,93.63,[[77.794174]],[[0.06651941]],short,lose,0.008544269998932088,94.43,0.6113,[[0.4805511]],[[0.06906579]],short,profit,0.007197775233109882,0.6157,85.62,[[79.811104]],[[0.06075655]],short,profit,0.0002335902826441955,85.64,393.3,[[367.01642]],[[0.0606987]],short,profit,0.004830917874396077,395.2,63.2,[[47.226578]],[[0.07127663]],short,profit,0.013132911392405036,64.03,0.802,[[0.58179826]],[[0.07251821]],short,lose,0.011970074812967508,0.8116,11.258,[[7.3507013]],[[0.02691422]],short,lose,0.010481435423698733,11.376,1.141,[[0.9008286]],[[0.06887265]],short,profit,0.008764241893076256,1.151,99.8,[[88.101265]],[[0.06356591]],short,lose,0.01002004008016032,100.8,19.62,[[12.457408]],[[0.07766734]],short,profit,0.007135575942915421,19.48,11.95,[[8.619465]],[[0.07275377]],short,profit,0.012552301255230157,12.1,0.63,[[0.52864003]],[[0.0660504]],short,lose,0.00936507936507939,0.6359,1.6535,[[1.1845865]],[[0.02635672]],short,profit,0.017478076806773466,1.6824,2.2752,[[1.7720392]],[[0.06947906]],short,profit,0.017800632911392496,2.3157
2823.47,[[2799.3882]],[[0.0654064]],short,profit,0.001568991347526213,2819.04,profit,134.02202067633985,[[106.82038]],"[[1.10904367 1.00850705 1.         1.        ]
 [1.02080252 1.         1.05589727 1.        ]
 [1.04977232 1.02630214 1.06530105 1.        ]
 [1.         1.         1.14927383 1.10366596]
 [1.         1.         1.0615     1.0664169 ]
 [1.         1.         1.04451281 1.04250675]
 [1.         1.         1.08404029 1.13309468]
 [1.01383682 1.01486769 1.0615     1.        ]
 [1.13521343 4.72688184 1.         1.        ]
 [1.11520298 1.         1.0615     1.13435196]
 [1.06764706 1.03843423 1.         1.        ]
 [1.05054981 1.01770893 1.0615     1.        ]
 [1.00654083 1.         1.11108678 1.06021452]
 [1.06071427 1.06867164 1.0615     1.        ]
 [1.         4.55343812 1.01095208 1.02692728]
 [1.05015355 1.12447418 1.0615     1.01152898]]",38620.32,[[38304.863]],[[0.0656611]],short,profit,0.002080252053840996,38539.98,94.43,[[92.479416]],[[0.06561158]],short,profit,0.004977231811924315,93.96,0.6157,[[0.61063284]],[[0.06890101]],short,lose,0.00828325483189864,0.6208,85.64,[[84.03583]],[[0.06848161]],short,profit,0.004553946753853346,85.25,395.2,[[392.238]],[[0.06698281]],short,lose,0.004301619433198352,396.9,64.03,[[57.60752]],[[0.07384615]],short,profit,0.0012494143370294908,64.11,0.8116,[[0.79348177]],[[0.06609174]],short,profit,0.0019714144898964206,0.81,11.376,[[10.678485]],[[0.02420335]],short,lose,0.005713783403656934,11.441,1.151,[[1.1013541]],[[0.07050429]],short,profit,0.0008688097306688878,1.152,100.8,[[99.59297]],[[0.0646663]],short,lose,0.001984126984127012,101.0,19.48,[[17.82274]],[[0.07066996]],short,lose,0.0051334702258727626,19.38,12.1,[[11.772879]],[[0.06884487]],short,lose,0.004958677685950454,12.16,0.6359,[[0.6131428]],[[0.06659868]],short,lose,0.002830633747444604,0.6341,1.6824,[[1.5963053]],[[0.0252502]],short,lose,0.0026747503566334823,1.6869,2.3157,[[2.2175033]],[[0.06828]],short,lose,0.0015114220322150023,2.3122
2819.04,[[2836.419]],[[0.06503887]],long,profit,0.002869771269652132,2827.13,profit,136.59615872240863,[[107.21714]],"[[1.10904367 1.00850705 1.         1.        ]
 [1.02080252 1.         1.08016557 1.        ]
 [1.04977232 1.02630214 1.06530105 1.        ]
 [1.         1.13197697 1.14927383 1.10366596]
 [1.04123198 1.         1.0615     1.0664169 ]
 [1.         1.         1.05207139 1.04250675]
 [1.         1.         1.08404029 1.13309468]
 [1.01383682 1.01486769 1.0615     1.        ]
 [1.17476355 4.72688184 1.         1.        ]
 [1.17091289 1.         1.0615     1.13435196]
 [1.09692333 1.03843423 1.         1.        ]
 [1.05054981 1.10852082 1.0615     1.        ]
 [1.0639293  1.         1.11108678 1.06021452]
 [1.06071427 1.06867164 1.0615     1.        ]
 [1.         4.55343812 1.02273191 1.02692728]
 [1.0789816  1.12447418 1.0615     1.01152898]]",38539.98,[[38426.23]],[[0.06164399]],short,lose,0.002426830527675386,38633.51,93.96,[[95.17321]],[[0.06179911]],long,profit,0.002128565346956182,94.16,0.6208,[[0.61921805]],[[0.06465571]],short,lose,0.0006443298969073244,0.6204,85.25,[[85.27376]],[[0.05964561]],long,profit,0.005747800586510204,84.76,396.9,[[396.87766]],[[0.06274521]],short,lose,0.0007558578987150702,397.2,64.11,[[63.726692]],[[0.06568795]],short,profit,0.01435033536109814,63.19,0.81,[[0.81813306]],[[0.06065396]],long,profit,0.004567901234567809,0.8137,11.441,[[11.462024]],[[0.06547483]],long,profit,0.008653089764880708,11.342,1.152,[[1.1521003]],[[0.06298445]],long,profit,0.002604166666666573,1.149,101.0,[[101.78896]],[[0.06396927]],long,profit,0.0019801980198020084,100.8,19.38,[[19.117039]],[[0.06174979]],short,profit,0.01393188854489162,19.11,12.16,[[12.200582]],[[0.0586232]],long,profit,0.0074013157894736725,12.07,0.6341,[[0.6410921]],[[0.06211732]],long,profit,0.0,0.6341,1.6869,[[1.6919081]],[[0.06130932]],long,lose,0.019206829094789248,1.6545,2.3122,[[2.341291]],[[0.06190147]],long,profit,0.015093850012974627,2.2773
2827.13,[[2813.0947]],[[0.06236108]],short,profit,0.0007392656156597488,2825.04,profit,139.65518043952127,[[107.264435]],"[[1.11643633 1.00850705 1.         1.        ]
 [1.04480759 1.         1.08016557 1.        ]
 [1.04977232 1.04507425 1.06530105 1.        ]
 [1.         1.13197697 1.15040989 1.10366596]
 [1.04123198 1.         1.0615     1.0664169 ]
 [1.         1.01762336 1.05207139 1.04250675]
 [1.         1.10444691 1.08404029 1.13309468]
 [1.01383682 1.01486769 1.0615     1.        ]
 [1.17476355 4.72688184 1.01614405 1.        ]
 [1.17091289 1.08418975 1.0615     1.13435196]
 [1.09692333 1.03843423 1.         1.01984127]
 [1.05054981 1.10852082 1.0615     1.        ]
 [1.0639293  1.04142502 1.11108678 1.06021452]
 [1.06071427 1.11240634 1.0615     1.        ]
 [1.         4.55343812 1.02273191 1.02692728]
 [1.0789816  1.12447418 1.0615     1.01152898]]",38633.51,[[38337.277]],[[0.0627948]],short,profit,0.0024005067103663436,38540.77,94.16,[[93.47898]],[[0.06195293]],short,lose,0.006903143585386485,93.51,0.6204,[[0.62566656]],[[0.05848112]],long,lose,0.0038684719535784476,0.6228,84.76,[[84.81332]],[[0.06175511]],long,lose,0.011208117036337928,83.81,397.2,[[398.43796]],[[0.06092497]],long,lose,0.001762336354481341,396.5,63.19,[[64.1574]],[[0.06071956]],long,lose,0.01044469061560368,62.53,0.8137,[[0.80773544]],[[0.06231055]],short,profit,0.009585842448076722,0.8059,11.342,[[11.702317]],[[0.06946354]],long,profit,0.022394639393405004,11.596,1.149,[[1.1489887]],[[0.0662403]],short,profit,0.008703220191470852,1.139,100.8,[[101.19919]],[[0.06545555]],long,profit,0.001984126984127012,101.0,19.11,[[19.105717]],[[0.05912289]],short,profit,0.007326007326007356,18.97,12.07,[[12.177165]],[[0.06150714]],long,lose,0.004142502071251095,12.02,0.6341,[[0.63180786]],[[0.06046607]],short,profit,0.003469484308468664,0.6319,1.6545,[[1.6847409]],[[0.06274286]],long,profit,0.0016319129646418403,1.6572,2.2773,[[2.3090396]],[[0.06370155]],long,lose,0.0032055504325296897,2.27
2825.04,[[2833.9912]],[[0.0719041]],long,lose,0.007564494662022446,2803.67,profit,145.38904071131128,[[107.3403]],"[[1.11643633 1.00850705 1.         1.        ]
 [1.04480759 1.         1.08016557 1.        ]
 [1.04977232 1.04507425 1.06979765 1.        ]
 [1.         1.17640718 1.15040989 1.10366596]
 [1.04123198 1.         1.12203869 1.0664169 ]
 [1.         1.01762336 1.10361853 1.04250675]
 [1.         1.32032126 1.08404029 1.13309468]
 [1.02614622 1.01486769 1.0615     1.        ]
 [1.17476355 4.74508897 1.01614405 1.        ]
 [1.17091289 1.08418975 1.07781528 1.13435196]
 [1.09692333 1.05178192 1.         1.01984127]
 [1.05054981 1.37101108 1.0615     1.        ]
 [1.0639293  1.31969856 1.11108678 1.06021452]
 [1.06071427 1.11240634 1.0896903  1.        ]
 [1.         4.72071566 1.02273191 1.02692728]
 [1.0789816  1.19292696 1.0615     1.01152898]]",38540.77,[[38637.652]],[[0.06697678]],long,lose,0.0021076382231075283,38459.54,93.51,[[94.36138]],[[0.06805452]],long,lose,0.0197839803229602,91.66,0.6228,[[0.620432]],[[0.067334]],short,profit,0.013648041104688605,0.6143,83.81,[[84.22497]],[[0.06761759]],long,lose,0.038300918744779956,80.6,396.5,[[397.4161]],[[0.06636833]],long,lose,0.010592686002522039,392.3,62.53,[[62.261543]],[[0.06910454]],short,profit,0.0371021909483448,60.21,0.8059,[[0.8172006]],[[0.06730976]],long,profit,0.017371882367539275,0.7919,11.596,[[11.5372505]],[[0.02384666]],short,lose,0.040272507761297045,11.129,1.139,[[1.1451592]],[[0.07165446]],long,lose,0.03248463564530283,1.102,101.0,[[100.60366]],[[0.06758977]],short,lose,0.0049504950495049506,100.5,18.97,[[18.900467]],[[0.06467882]],short,profit,0.029520295202951963,18.41,12.02,[[11.954781]],[[0.06891864]],short,profit,0.01996672212978371,11.78,0.6319,[[0.6334678]],[[0.06808264]],long,lose,0.024529197657857365,0.6164,1.6572,[[1.6221204]],[[0.02553438]],short,profit,0.03825730147236296,1.5938,2.27,[[2.2460752]],[[0.06502506]],short,profit,0.041057268722466934,2.1768
2803.67,[[2821.781]],[[0.06501339]],long,lose,0.005307329321924516,2788.79,lose,149.6673353589211,[[106.270256]],"[[1.11643633 1.06158035 1.         1.        ]
 [1.08108727 1.         1.08016557 1.        ]
 [1.04977232 1.04507425 1.06979765 1.        ]
 [1.         1.17640718 1.15040989 1.10366596]
 [1.04123198 1.         1.30653869 1.0664169 ]
 [1.         1.08644824 1.10361853 1.04250675]
 [1.         1.32032126 1.11896895 1.13309468]
 [1.02614622 1.01486769 1.123      1.        ]
 [1.17476355 4.74508897 1.07764405 1.        ]
 [1.17091289 1.08418975 1.26231528 1.13435196]
 [1.09692333 1.05178192 1.         1.01984127]
 [1.05054981 1.37101108 1.15949294 1.        ]
 [1.0639293  1.31969856 1.17258678 1.06021452]
 [1.06071427 1.11240634 1.1511903  1.        ]
 [1.         4.72071566 1.08423191 1.02692728]
 [1.0789816  1.19292696 1.123      1.01152898]]",38459.54,[[38409.594]],[[0.06130717]],short,profit,0.0036279685092437098,38320.01,91.66,[[92.87294]],[[0.06145175]],long,lose,0.009927994763255473,90.75,0.6143,[[0.62542504]],[[0.05797638]],long,lose,0.012046231482988707,0.6069,80.6,[[82.72196]],[[0.0604923]],long,lose,0.000992555831265664,80.68,392.3,[[395.70844]],[[0.05871751]],long,lose,0.00688248789191942,389.6,60.21,[[61.814743]],[[0.06032467]],long,lose,0.017438963627304505,59.16,0.7919,[[0.7979386]],[[0.06064976]],long,lose,0.014648314181083538,0.7803,11.129,[[12.229845]],[[0.0721554]],long,lose,0.021834845898104083,10.886,1.102,[[1.1293503]],[[0.06534499]],long,lose,0.0,1.102,100.5,[[101.19796]],[[0.06450258]],long,lose,0.011940298507462714,99.3,18.41,[[18.888933]],[[0.06249478]],long,lose,0.006518196632265127,18.53,11.78,[[11.952188]],[[0.06077571]],long,lose,0.013582342954159604,11.62,0.6164,[[0.62895334]],[[0.06163277]],long,lose,0.020765736534717593,0.6036,1.5938,[[1.6616762]],[[0.0631178]],long,lose,0.029426527795206527,1.5469,2.1768,[[2.2584493]],[[0.06404305]],long,lose,0.017502756339581045,2.1387
2788.79,[[2781.6755]],[[0.06439573]],short,profit,0.018574363792182337,2736.99,profit,162.214842363108,[[106.93555]],"[[1.11643633 1.06158035 1.         1.        ]
 [1.08108727 1.         1.13095692 1.        ]
 [1.04977232 1.19003376 1.06979765 1.        ]
 [1.         1.32592714 1.15040989 1.10366596]
 [1.04123198 1.14613539 1.30653869 1.0664169 ]
 [1.         1.14274679 1.10361853 1.04250675]
 [1.         1.55044368 1.11896895 1.13309468]
 [1.02614622 1.17319501 1.123      1.        ]
 [1.17476355 4.74508897 1.10663761 1.        ]
 [1.17091289 1.1785805  1.26231528 1.13435196]
 [1.09692333 1.05178192 1.01022572 1.01984127]
 [1.05054981 1.53104135 1.15949294 1.        ]
 [1.0639293  1.65515852 1.17258678 1.06021452]
 [1.06071427 1.11861602 1.1511903  1.        ]
 [1.         4.99219737 1.08423191 1.02692728]
 [1.0789816  1.37486123 1.123      1.01152898]]",38320.01,[[38343.19]],[[0.06627787]],long,lose,0.016516958111441,37687.08,90.75,[[89.79219]],[[0.06543369]],short,profit,0.05972451790633611,85.33,0.6069,[[0.60574806]],[[0.06421895]],short,lose,0.03608502224419184,0.585,80.68,[[77.60609]],[[0.07094129]],short,profit,0.029375309866137882,78.31,389.6,[[387.78976]],[[0.06514429]],short,profit,0.02566735112936345,379.6,59.16,[[57.862335]],[[0.06249842]],short,profit,0.02738336713995939,57.54,0.7803,[[0.7773673]],[[0.06596802]],short,profit,0.027425349224657152,0.7589,10.886,[[10.946662]],[[0.06944927]],long,lose,0.03848980341723303,10.467,1.102,[[1.0643501]],[[0.0700198]],short,profit,0.06352087114337573,1.032,99.3,[[99.79962]],[[0.06961841]],long,lose,0.04028197381671702,95.3,18.53,[[18.02153]],[[0.05738176]],short,profit,0.029681597409606082,17.98,11.62,[[11.51747]],[[0.05951119]],short,profit,0.05679862306368317,10.96,0.6036,[[0.6003852]],[[0.06302027]],short,lose,0.05268389662027841,0.5718,1.5469,[[1.5328243]],[[0.02387452]],short,profit,0.0711746072790742,1.4368,2.1387,[[2.086424]],[[0.06224656]],short,profit,0.08383597512507598,1.9594
2736.99,[[2773.761]],[[0.06665816]],long,profit,0.011450535076854555,2768.33,lose,166.9303901062216,[[106.7951]],"[[1.11643633 1.06158035 1.16656275 1.        ]
 [1.08108727 1.         1.13095692 1.        ]
 [1.04977232 1.19003376 1.1055418  1.        ]
 [1.         1.32592714 1.25669353 1.10366596]
 [1.04123198 1.14613539 1.34030042 1.0664169 ]
 [1.         1.14274679 1.22712979 1.04250675]
 [1.         1.55044368 1.19073375 1.13309468]
 [1.02614622 1.17319501 1.21212519 1.        ]
 [1.17476355 4.74508897 1.11608894 1.        ]
 [1.17091289 1.1785805  1.29834533 1.13435196]
 [1.09692333 1.05178192 1.07768523 1.01984127]
 [1.05054981 1.53104135 1.22856126 1.        ]
 [1.0639293  1.65515852 1.18274884 1.06021452]
 [1.06071427 1.11861602 1.26721716 1.        ]
 [1.         4.99219737 1.10211345 1.02692728]
 [1.0789816  1.37486123 1.123      1.01152898]]",37687.08,[[38160.137]],[[0.06170397]],long,profit,0.00579323205724619,37905.41,85.33,[[89.78829]],[[0.06498214]],long,lose,0.02789171452009839,87.71,0.585,[[0.5994767]],[[0.0594188]],long,lose,0.0041025641025642205,0.5874,78.31,[[80.498116]],[[0.05684458]],long,lose,0.01225897075724676,79.27,379.6,[[386.74997]],[[0.06039011]],long,lose,0.00684931506849306,382.2,57.54,[[58.089745]],[[0.05940647]],long,lose,0.009037191518943399,58.06,0.7589,[[0.76839435]],[[0.06027977]],long,lose,0.005797865331400658,0.7633,10.467,[[10.863957]],[[0.06664128]],long,lose,0.0053501480844559985,10.411,1.032,[[1.1004747]],[[0.06398392]],long,lose,0.02906976744186049,1.062,95.3,[[98.09604]],[[0.06681412]],long,lose,0.006295907660021076,95.9,17.98,[[18.626839]],[[0.06140364]],long,profit,0.006674082313681924,18.1,10.96,[[11.4410095]],[[0.0619189]],long,profit,0.005474452554744409,11.02,0.5718,[[0.58963823]],[[0.06165981]],long,lose,0.0020986358866736253,0.573,1.4368,[[1.5050329]],[[0.06266605]],long,lose,0.005359131403118068,1.4291,1.9594,[[2.091851]],[[0.0652284]],long,profit,0.003929774420741064,1.9671
