Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Hicran sokagi,Safa Önal,2.9,82,"
Drama, Romance            ",(2007)
Sahte nikah,Metin Erksan,5.9,82,"
Comedy, Romance            ",(1962)
Yalan,Ibrahim Tatlises,4.2,82,"
Drama, Romance            ",(1982)
Hayatim sana feda,Muzaffer Aslan,5.7,82,"
Drama, Romance            ",(1970)
Küçük hanimefendi,Nejat Saydam,5.8,81,"
Comedy, Drama, Romance            ",(1961)
Kördügüm,Tolgay Ziyal,7.5,81,"
Drama, Romance            ",(1977)
Azap,Türkan Soray,6.8,81,"
Drama, Romance            ",(1973)
Alpago: Alpaslanin fedaisi,Nejat Saydam,5.5,80,"
Adventure, Drama, Romance            ",(1967)
Agliyorum,Muzaffer Aslan,7.2,80,"
Drama, Romance            ",(1973)
Babasina bak oglunu al,Türker Inanoglu,5.9,79,"
Comedy, Romance            ",(1965)
Yeryüzünde bir melek,Orhan Aksoy,5.8,79,"
Drama, Romance            ",(1973)
Balayi,Koray Balic,2.6,78,"
Romance            ",(2014)
Affet sevgilim,Nuri Ergün,7.2,77,"
Drama, Romance            ",(1966)
Bekarlik sultanliktir,Türker Inanoglu,5.9,77,"
Comedy, Romance            ",(1963)
Kalbimin efendisi,Ertem Egilmez,6.2,77,"
Drama, Romance            ",(1970)
Komsunun tavugu,Zafer Davutoglu,5.8,77,"
Comedy, Romance            ",(1965)
Hayatimizin En Güzel Yillari,Süreyya Duru,6.3,76,"
Romance            ",(1972)
Sabah yildizi,Türker Inanoglu,7.3,75,"
Romance            ",(1968)
PesPese,Ertan Velimatti Alagoz,5.4,74,"
Drama, Family, Romance            ",(2010)
Kader,Süreyya Duru,7.2,74,"
Drama, Romance            ",(1968)
Seni sevmek kaderim,Orhan Aksoy,7.5,74,"
Crime, Romance            ",(1970)
Ölü bir deniz,Atif Yilmaz,6.7,74,"
Drama, Romance            ",(1989)
Cilveli kiz,Türker Inanoglu,7.3,72,"
Romance            ",(1969)
Ayrilik,Türker Inanoglu,7.0,72,"
Drama, Romance            ",(1972)
Kezban Roma'da,Orhan Aksoy,5.5,72,"
Romance            ",(1970)
Buruk aci,Nejat Saydam,6.1,72,"
Drama, Romance            ",(1969)
Suda Balik,Tülay Kocatürk,6.8,71,"
Drama, Romance, Sport            ",(2016)
Günahkar kadin,Ülkü Erakalin,7.1,71,"
Romance, Drama            ",(1966)
Arap Abdo,Remzi Jöntürk,6.1,70,"
Action, Romance            ",(1973)
Yürek yarasi,Orhan Elmas,7.4,70,"
Drama, Romance            ",(1983)
Yalanci,Osman Sinav,7.5,70,"
Romance            ",(1994)
Beni Osman öldürdü,Osman F. Seden,5.9,70,"
Comedy, Crime, Romance            ",(1963)
Allah allah,Ibrahim Tatlises,3.8,69,"
Drama, Music, Romance            ",(1987)
Paramparça,Halit Refig,5.0,69,"
Action, Drama, Romance            ",(1985)
Kerem ile Asli,Orhan Elmas,6.0,69,"
Romance            ",(1971)
Serseri asik,Ülkü Erakalin,6.9,69,"
Romance            ",(1965)
Metres,Orhan Elmas,6.7,69,"
Drama, Romance            ",(1983)
Kader baglayinca,Remzi Jöntürk,7.4,68,"
Drama, Romance            ",(1970)
Sevinç gözyaslari,Osman F. Seden,7.4,68,"
Drama, Romance            ",(1965)
Aska tövbe,Türker Inanoglu,7.2,68,"
Drama, Romance            ",(1968)
Çile,Remzi Jöntürk,4.0,68,"
Drama, Romance            ",(1980)
Zambaklar acarken,Nejat Saydam,6.3,68,"
Drama, Romance            ",(1973)
Sinekli Bakkal,Mehmet Dinler,6.8,68,"
Romance            ",(1967)
Bir Dag Masali,Turgut Demirag,6.1,68,"
Drama, Romance            ",(1967)
Küçük hanim Avrupa'da,Nejat Saydam,5.8,67,"
Comedy, Romance            ",(1962)
Asklarin en güzeli,Osman F. Seden,5.5,67,"
Drama, Romance            ",(1982)
Dagdan inme,Metin Erksan,5.0,67,"
Comedy, Romance            ",(1973)
Organik Ask,Kamil Cetin,4.3,66,"
Comedy, Romance            ",(2018)
Gözleri ömre bedel,Ülkü Erakalin,5.7,66,"
Romance, Drama            ",(1964)
Evet mi? Hayir mi?,Sirri Gültekin,5.8,66,"
Comedy, Romance            ",(1974)
Lekeli melek,Mehmet Bozkus,7.4,65,"
Drama, Romance            ",(1969)
Akasyalar açarken,Memduh Ün,7.2,65,"
Drama, Romance            ",(1962)
Prangasiz mahkumlar,Orhon M. Ariburnu,7.1,65,"
Drama, Romance            ",(1964)
Yalanci,Mehmet Dinler,5.8,65,"
Comedy, Romance            ",(1973)
Benim De Kalbim Var,Türker Inanoglu,7.2,64,"
Drama, Romance            ",(1968)
Alageyik,Atif Yilmaz,6.6,64,"
Adventure, Romance, Drama            ",(1958)
Arkadasimin aski,Türker Inanoglu,7.4,63,"
Drama, Romance            ",(1968)
Günah,Ibrahim Tatlises,3.9,63,"
Drama, Romance            ",(1983)
Asktan da üstün,Atif Yilmaz,7.3,63,"
Drama, Romance            ",(1970)
Ayrilik kolay degil,Temel Gürsu,3.7,63,"
Drama, Romance            ",(1980)
Beyaz güller,Süreyya Duru,7.5,63,"
Drama, Romance            ",(1970)
Kaçaklar,Serif Gören,6.3,63,"
Adventure, Crime, Romance            ",(1971)
Herkesin sevgilisi,Nejat Saydam,5.4,63,"
Romance            ",(1970)
Kader böyle istedi,Lütfi Akad,7.3,63,"
Drama, Romance            ",(1968)
Gönülden yaralilar,Memduh Ün,6.2,63,"
Crime, Drama, Romance            ",(1973)
Nikah masasi,Temel Gürsu,4.9,62,"
Drama, Romance            ",(1982)
Son mektup,Türker Inanoglu,7.5,62,"
Drama, Romance            ",(1969)
Askim günahimdir,Ertem Göreç,7.4,62,"
Drama, Romance            ",(1968)
Prangali Sehzade,Türker Inanoglu,7.3,62,"
Drama, Romance            ",(1965)
Seni seviyorum,Atif Yilmaz,6.4,62,"
Drama, Romance            ",(1983)
Insan sevince,Osman F. Seden,7.3,61,"
Drama, Romance            ",(1979)
Bahçevan,Nejat Saydam,5.5,61,"
Comedy, Drama, Romance            ",(1963)
Istanbul tatili,Türker Inanoglu,7.3,61,"
Romance            ",(1968)
Gül ve seker,Osman F. Seden,7.6,61,"
Romance            ",(1968)
Zulüm,Atif Yilmaz,6.5,61,"
Drama, Romance            ",(1972)
Sana dönmeyecegim,Mehmet Dinler,5.3,61,"
Drama, Romance            ",(1969)
Durdurun dünyayi,Osman F. Seden,6.9,60,"
Drama, Romance            ",(1980)
Tamirci parçasi,Türker Inanoglu,7.6,60,"
Drama, Romance            ",(1965)
Kaderin cilvesi,Türker Inanoglu,7.3,60,"
Drama, Romance            ",(1966)
Dokuzuncu hariciye kogusu,Nejat Saydam,7.0,60,"
Drama, Romance            ",(1967)
Ana ocagi,Osman F. Seden,5.8,59,"
Drama, Romance            ",(1977)
Gel barisalim,Ergin Orbey,5.7,59,"
Comedy, Romance            ",(1976)
Sen De Mi Leyla,Osman F. Seden,5.9,59,"
Drama, Romance            ",(1982)
Ezo Gelin,Orhan Elmas,6.9,59,"
Drama, Romance            ",(1968)
Beyoglu piliçleri,Türker Inanoglu,7.4,59,"
Crime, Drama, Romance            ",(1963)
Dünyanin en güzel kadini,Nejat Saydam,4.8,59,"
Romance            ",(1968)
Sultan,Yildiz Hülya Bilban,4.6,58,"
Drama, Romance            ",(2012)
Hasret sancisi,Osman F. Seden,6.1,58,"
Adventure, Drama, Romance            ",(1982)
Erkek severse,Orhan Aksoy,7.4,58,"
Romance            ",(1966)
Aci tesadüf,Türker Inanoglu,7.4,58,"
Drama, Romance            ",(1966)
Uçurumdaki kadin,Aydin Arakon,7.5,58,"
Drama, Romance            ",(1964)
Sonbahar rüzgarlari,Mehmet Dinler,6.1,58,"
Romance            ",(1969)
Anadolu çocugu,Osman F. Seden,7.2,57,"
Romance            ",(1964)
Kader ayirsa bile,Semih Evin,7.2,57,"
Drama, Romance            ",(1968)
Hirsiz kiz,Türker Inanoglu,7.3,57,"
Romance            ",(1968)
Karli dagdaki ates,Safa Önal,7.4,57,"
Drama, Romance            ",(1969)
Güller ve dikenler,Nejat Saydam,5.6,57,"
Romance            ",(1970)
Sisli hatiralar,Nejat Saydam,5.7,57,"
Romance            ",(1972)
Affet beni,Ertem Göreç,7.3,57,"
Drama, Romance            ",(1967)
Pasa kizi,Türker Inanoglu,7.4,56,"
Drama, Romance            ",(1967)
Vahsi sevgili,Tolgay Ziyal,3.2,56,"
Drama, Romance            ",(1977)
Hayat mi Bu?,Orhan Aksoy,6.5,56,"
Drama, Romance            ",(1972)
Dertli dertli,Ibrahim Tatlises,4.2,55,"
Romance            ",(1987)
Kolejli Kizin Aski,Türker Inanoglu,7.5,55,"
Romance            ",(1965)
Yüregimde yare var,Safa Önal,6.3,55,"
Drama, Romance            ",(1974)
Gelin çiçegi,Nejat Saydam,5.8,55,"
Romance            ",(1971)
Iki Iyi Cocuk,Mehmet Demir Yilmaz,6.3,54,"
Drama, Romance            ",(2018)
Mahçup delikanli,Orhan Aksoy,7.6,54,"
Romance            ",(1974)
Yasasin hayat,Sirri Gültekin,7.1,54,"
Romance            ",(1964)
Beyaz güvercin,Nejat Saydam,7.6,54,"
Drama, Romance            ",(1963)
Sehvet uçurumu,Aydin Arakon,7.4,54,"
Drama, Romance            ",(1962)
Afilli delikanlilar,Orhan Aksoy,5.7,54,"
Comedy, Drama, Romance            ",(1964)
Gazi kadin,Osman F. Seden,7.2,54,"
Biography, Romance, War            ",(1973)
Batan günes,Temel Gürsu,6.6,53,"
Drama, Romance            ",(1978)
Gülümse biraz,Ibrahim Tatlises,3.7,53,"
Romance            ",(1986)
Gazap rüzgari,Orhan Aksoy,6.3,53,"
Crime, Drama, Romance            ",(1982)
Ferhat ile Sirin,Esmail Kushan,5.5,53,"
Romance            ",(1970)
Saadet sehri,Türker Inanoglu,7.3,53,"
Drama, Romance            ",(1970)
Adali kiz,Oksal Pekmezoglu,3.9,53,"
Adventure, Drama, Romance            ",(1976)
Muhabbet kusu,Nuri Ergün,7.5,53,"
Drama, Romance            ",(1969)
Filinta Kadri,Türker Inanoglu,6.9,53,"
Drama, Romance            ",(1964)
Imparator,Melih Gülgen,4.1,52,"
Adventure, Drama, Romance            ",(1984)
Asklarin en güzeli,Nejat Saydam,5.9,52,"
Romance            ",(1972)
Bar Kizi,Türker Inanoglu,7.4,52,"
Drama, Romance            ",(1966)
Hizir Dede,Osman F. Seden,5.8,52,"
Comedy, Musical, Romance            ",(1964)
Batti Balik,Atif Yilmaz,7.6,52,"
Romance            ",(1962)
Sari Kizla kopuk Ahmet,Türker Inanoglu,7.6,52,"
Drama, Romance            ",(1964)
Günesten de sicak,Temel Gürsu,3.7,52,"
Drama, Romance            ",(1987)
Ayrilik saati,Türker Inanoglu,7.5,52,"
Drama, Romance            ",(1967)
Sürtük,Ertem Egilmez,6.8,51,"
Drama, Romance            ",(1970)
Çam sakizi,Hulki Saner,5.6,51,"
Comedy, Drama, Romance            ",(1974)
Oglum oglum,Mehmet Dinler,7.4,51,"
Romance            ",(1965)
Kardes kani,Kemal Kan,7.4,51,"
Drama, Romance            ",(1964)
Sevemez kimse seni,Ertem Egilmez,5.2,51,"
Drama, Romance            ",(1968)
Safak bekcileri,Halit Refig,7.6,51,"
Drama, Romance            ",(1963)
Sev dedi gözlerim,Orhan Aksoy,5.8,51,"
Drama, Romance            ",(1972)
Dert bende,Orhan Elmas,5.5,51,"
Romance            ",(1973)
Çile,Yücel Çakmakli,5.5,51,"
Drama, Romance            ",(1972)
Hüzünlü ask,Mehmet Bozkus,7.5,50,"
Drama, Romance            ",(1969)
Meyhaneci,Türker Inanoglu,7.5,50,"
Drama, Romance            ",(1964)
Vur emri,Türker Inanoglu,7.2,50,"
Drama, Romance            ",(1966)
Aglayan melek,Safa Önal,5.9,50,"
Drama, Romance            ",(1970)
Yangin var: Eski Istanbul kabadayilari,Lütfi Akad,7.1,50,"
Romance, Drama            ",(1960)
Para,Memduh Ün,6.4,49,"
Drama, Romance            ",(1973)
Kizlar büyüdü,Arsevir Alyanak,7.3,49,"
Drama, Romance            ",(1963)
Genç kizlarin sevgilisi,Aram Gülyüz,7.5,49,"
Romance            ",(1963)
Ask merdiveni,Ülkü Erakalin,7.4,49,"
Drama, Romance            ",(1962)
Anneler ve Kizlari,Lütfi Akad,6.6,49,"
Drama, Romance            ",(1971)
Mahpus,Nejat Saydam,7.3,49,"
Drama, Romance            ",(1973)
Bugulu gözler,Safa Önal,5.3,49,"
Drama, Romance            ",(1970)
Kizim ve ben,Halit Refig,5.8,49,"
Drama, Romance            ",(1988)
"Lyubov moya, pechal moya",Azhdar Ibragimov,6.3,49,"
Romance            ",(1978)
Zehra,Yücel Çakmakli,5.7,48,"
Drama, Romance            ",(1972)
Derdim dünyadan büyük,Serif Gören,5.9,48,"
Drama, Romance            ",(1978)
Bir genç kizin romani,Safa Önal,5.4,48,"
Romance            ",(1971)
Tatlim,Aram Gülyüz,6.2,47,"
Romance            ",(1973)
Küçük hanimin soförü,Tunç Basaran,7.2,47,"
Romance            ",(1970)
Melodram,Irfan Tözüm,7.3,47,"
Romance            ",(1988)
Son kuslar,Erdogan Tokatli,7.3,47,"
Drama, Romance            ",(1965)
Yarali kalp,Remzi Jöntürk,6.2,47,"
Drama, Romance            ",(1969)
Çilekes,Osman F. Seden,5.4,47,"
Drama, Romance            ",(1978)
Biktim hergün ölmekten,Osman F. Seden,5.9,47,"
Drama, Romance            ",(1976)
Seni seviyorum Rosa,Isil Özgentürk,6.0,47,"
Romance            ",(1992)
Yuvasiz kuslar,Natuk Baytan,6.0,46,"
Drama, Romance            ",(1979)
Ask hikayemiz,Orhan Elmas,4.3,46,"
Drama, Romance            ",(1986)
O 7os ilios tou erota,Vangelis Serdaris,6.8,46,"
Drama, Romance            ",(2001)
Genç kizlar,Nevzat Pesen,5.8,46,"
Comedy, Drama, Romance            ",(1963)
Kanun adami,Cüneyt Arkin,4.8,45,"
Action, Drama, Romance            ",(1985)
Son sabah,Natuk Baytan,7.3,45,"
Drama, Romance            ",(1978)
Altin kafes,Osman F. Seden,6.4,45,"
Drama, Romance            ",(1958)
Prenses,Sinan Çetin,3.2,45,"
Drama, Romance            ",(1987)
Yusuf ile Züleyha,Türker Inanoglu,5.0,45,"
Drama, History, Romance            ",(1968)
Safakta Bulusalim,Orhan Aksoy,5.8,45,"
Crime, Drama, Romance            ",(1975)
Aidiyet,Burak Cevik,6.3,44,"
Crime, Drama, Romance            ",(2019)
Yazik oldu yarinlara,Nejat Saydam,7.5,44,"
Drama, Romance            ",(1974)
Kirk küçük anne,Memduh Ün,5.9,44,"
Comedy, Romance            ",(1964)
Küçük hanimin kismeti,Nejat Saydam,5.8,44,"
Comedy, Romance            ",(1962)
Ölmeyen ask,Metin Erksan,7.4,44,"
Drama, Romance            ",(1966)
Askim günahimdir,Sahin Gök,5.0,44,"
Drama, Romance            ",(1984)
Ölmeyen sarki,Orhan Aksoy,5.0,44,"
Drama, Romance            ",(1977)
Sensiz yasayamam,Metin Erksan,6.4,44,"
Drama, Romance            ",(1977)
Kadin severse,Ülkü Erakalin,5.6,44,"
Romance, Drama            ",(1968)
Tophaneli Murat,Çetin Inanç,5.0,43,"
Romance            ",(1972)
Mazi kalbimde yaradir,Osman F. Seden,5.6,43,"
Drama, Romance            ",(1970)
Birkaç güzel gün için,Cüneyt Arkin,5.4,43,"
Action, Drama, Romance            ",(1984)
Gönül hirsizi,Arsevir Alyanak,5.7,42,"
Romance            ",(1972)
Dudaktan Kalbe,Ülkü Erakalin,6.6,42,"
Drama, Romance            ",(1965)
Hayat bazen tatlidir,Nejat Saydam,5.8,42,"
Comedy, Romance            ",(1962)
Evcilik oyunu,Halit Refig,5.7,42,"
Drama, Romance            ",(1964)
Insan avcilari,Aykut Düz,4.5,42,"
Action, Adventure, Romance            ",(1987)
Gülüsan,Bilge Olgaç,6.9,41,"
Drama, Romance            ",(1985)
Solan bir yaprak gibi,Mehmet Dinler,5.1,41,"
Romance            ",(1971)
Hep o sarki,Atif Yilmaz,6.7,41,"
Drama, Romance            ",(1965)
Kadin asla unutmaz,Orhan Aksoy,6.1,41,"
Drama, Romance            ",(1968)
Ihtiras firtinasi,Halit Refig,7.0,41,"
Drama, History, Romance            ",(1984)
Küskün çiçek,Cüneyt Arkin,5.8,41,"
Drama, Romance            ",(1979)
Serseri kabadayi,Mehmet Bozkus,5.7,40,"
Comedy, Romance            ",(1969)
Sevgili ögretmenim,Ülkü Erakalin,5.3,40,"
Comedy, Romance            ",(1965)
Beyaz bisiklet,Nisan Akman,7.2,40,"
Drama, Romance            ",(1986)
Ben öldükçe yasarim,Duygu Sagiroglu,7.3,40,"
Crime, Drama, Romance            ",(1965)
Dügün gecesi,Osman F. Seden,6.7,40,"
Romance            ",(1966)
Aksam günesi,Osman F. Seden,5.7,40,"
Drama, Romance            ",(1966)
Katip,Ülkü Erakalin,6.8,39,"
Drama, Romance            ",(1968)
Tapilacak kadin,Nejat Saydam,4.1,39,"
Romance, Drama            ",(1967)
Kusatma altinda ask,Ersin Pertan,4.2,39,"
Romance            ",(1997)
Benim Gibi Sevenler,Temel Gürsu,6.3,38,"
Drama, Romance            ",(1978)
Aglama degmez hayat,Mehmet Bozkus,5.2,38,"
Drama, Romance            ",(1969)
Siralardaki heyecanlar,Alekos Sakellarios,5.7,38,"
Comedy, Romance            ",(1963)
Yavuz Sultan Selim ve Yeniçeri Hasan,Münir Hayri Egeli,7.0,38,"
Adventure, History, Romance            ",(1951)
Ogulcan,Cüneyt Arkin,4.1,38,"
Drama, Romance            ",(1990)
Berdus,Osman F. Seden,5.4,37,"
Comedy, Drama, Romance            ",(1957)
Zorlu damat,Hulki Saner,6.5,37,"
Drama, Romance            ",(1962)
Unutulan kadin,Atif Yilmaz,5.3,37,"
Drama, Romance            ",(1971)
Günah bendemi,Nevzat Pesen,6.2,37,"
Drama, Romance            ",(1969)
Askin 5 Hali,Özer Kiziltan,5.6,36,"
Comedy, Romance            ",(2016)
Ah bu gençlik,Orhan Elmas,5.8,36,"
Romance            ",(1975)
Yalniz degiliz,Ülkü Erakalin,7.4,36,"
Drama, Romance            ",(1964)
Hicran,Metin Erksan,5.6,36,"
Drama, Romance            ",(1972)
Seven Kadin Unutmaz,Osman F. Seden,5.5,36,"
Romance            ",(1965)
Öksüz kiz,Orhan Aksoy,5.6,36,"
Family, Comedy, Romance            ",(1964)
Soför,Orhan Aksoy,6.0,35,"
Crime, Drama, Romance            ",(1976)
Bir bey'in oglu,Nazmi Özer,2.1,35,"
Adventure, Romance            ",(1988)
Alin yazim,Orhan Elmas,3.5,35,"
Drama, Romance            ",(1986)
Yankesici kiz,Türker Inanoglu,5.6,35,"
Comedy, Romance            ",(1964)
Vahsi gelin,Nejat Saydam,5.4,35,"
Comedy, Romance            ",(1965)
Ekmekçi kadin,Zafer Davutoglu,6.4,35,"
Drama, Romance            ",(1965)
Bomba gibi kiz,Orhan Aksoy,5.5,35,"
Comedy, Romance            ",(1964)
Badem sekeri,Osman F. Seden,5.5,35,"
Comedy, Romance            ",(1963)
Mistik,Ülkü Erakalin,4.0,34,"
Comedy, Romance            ",(1971)
Funda,Mehmet Dinler,5.9,34,"
Drama, Romance            ",(1968)
Canikom,Orhan Aksoy,5.8,33,"
Comedy, Romance            ",(1979)
Mavi yolculuk,Zafer Par,2.7,33,"
Adventure, Drama, Romance            ",(1986)
Mars kapidan baktirir,Bora Tekay,5.7,33,"
Comedy, Romance            ",(2004)
Fotograflar,Irfan Tözüm,5.4,33,"
Romance            ",(1989)
Bir soförün gizli defteri,Atif Yilmaz,6.9,33,"
Drama, Romance            ",(1958)
Üçüncü Selim'in Gözdesi,Vedat Ar,7.1,33,"
Drama, Romance            ",(1950)
Ölürayak,Aydin Bagardi,7.1,33,"
Romance            ",(1990)
Süreyya,Metin Erksan,5.9,33,"
Drama, Romance            ",(1972)
At hirsizi Banus,Mithat Konuklar,6.5,33,"
Adventure, Drama, Romance            ",(1967)
Sevmek ve ölmek zamani,Halit Refig,4.8,33,"
Romance            ",(1971)
Ne seker sey,Osman F. Seden,5.4,33,"
Comedy, Romance            ",(1962)
Yosma,Orhan Elmas,3.8,32,"
Adventure, Drama, Romance            ",(1984)
Ben topraktan bir canim,Osman F. Seden,5.5,32,"
Drama, Romance            ",(1980)
Hayatim senindir,Mehmet Dinler,6.5,32,"
Drama, Romance            ",(1971)
Seni kalbime gömdüm,Feyzi Tuna,5.0,32,"
Drama, Romance            ",(1982)
Gençlik rüzgari,Nejat Saydam,5.6,32,"
Comedy, Romance            ",(1964)
Seninle ölmek istiyorum,Lütfi Akad,5.4,32,"
Drama, Romance            ",(1969)
Dertler benim olsun,Safa Önal,5.9,31,"
Drama, Romance            ",(1974)
Ölmüs bir kadinin mektuplari,Ülkü Erakalin,6.4,31,"
Drama, Romance            ",(1969)
Kiskanç kadin,Nuri Ergün,5.6,31,"
Drama, Romance            ",(1966)
Inatçi gelin,Sirri Gültekin,5.5,31,"
Comedy, Romance            ",(1965)
Ask ve kin,Turgut Demirag,6.1,31,"
Drama, Romance            ",(1964)
Son beste,Arsevir Alyanak,6.1,31,"
Drama, Romance            ",(1955)
Kadinlar hayir derse,Mehmet Dinler,4.5,31,"
Comedy, Romance            ",(1975)
Inleyen nagmeler,Safa Önal,5.4,31,"
Drama, Romance            ",(1969)
Aysem,Nejat Saydam,4.6,31,"
Romance            ",(1968)
Ayrilsak da beraberiz,Muzaffer Aslan,6.0,31,"
Drama, Romance            ",(1967)
Fakir bir kiz sevdim,Sirri Gültekin,5.0,31,"
Drama, Romance            ",(1966)
Minik cadi,Nejat Saydam,5.2,30,"
Comedy, Fantasy, Romance            ",(1975)
Alev,Nejat Saydam,5.4,30,"
Drama, Romance            ",(1976)
Karanfilli naciye,Osman F. Seden,4.6,30,"
Romance            ",(1984)
Ayrilik sarkisi,Ülkü Erakalin,5.3,30,"
Drama, Romance            ",(1966)
Küçük beyin kismeti,Hulki Saner,5.7,30,"
Comedy, Romance            ",(1963)
Bir sevgi istiyorum,Kartal Tibet,5.7,30,"
Drama, Romance            ",(1984)
Abbase Sultan,Turgut Demirag,4.8,30,"
Romance            ",(1968)
Kurtar beni,Halit Refig,5.6,29,"
Drama, Romance            ",(1987)
Biz ayrilamayiz,Samim Deger,3.4,29,"
Romance            ",(1988)
Bir damla ates,Osman F. Seden,5.8,29,"
Drama, Romance            ",(1981)
Ömre Bedel Kiz,Ertem Egilmez,5.2,29,"
Comedy, Drama, Romance            ",(1967)
Yaseminin tatli aski,Atif Yilmaz,5.4,29,"
Comedy, Romance            ",(1968)
Firat,Melih Gülgen,7.0,28,"
Adventure, Drama, Romance            ",(1979)
Tatli hayâl,Nuri Ergün,6.5,28,"
Romance            ",(1970)
Üç kardese bir gelin,Mehmet Dinler,5.5,28,"
Comedy, Romance            ",(1965)
Barut fiçisi,Zafer Davutoglu,5.4,28,"
Comedy, Romance            ",(1963)
Belali torun,Memduh Ün,5.6,29,"
Comedy, Romance            ",(1962)
Hicran gecesi,Osman F. Seden,6.6,28,"
Drama, Romance            ",(1968)
Sevistigimiz günler,Halit Refig,7.1,28,"
Drama, Romance            ",(1961)
Veda busesi,Ülkü Erakalin,6.1,28,"
Romance            ",(1965)
Gülüm dalim çiçegim,Osman F. Seden,5.2,28,"
Romance            ",(1971)
Aci ask,Hulki Saner,6.0,28,"
Drama, Family, Romance            ",(1964)
Kahreden gençlik,Orhan Elmas,4.3,28,"
Action, Drama, Romance            ",(1985)
Husband Factor: Resurrection,Kivanç Baruönü,5.4,27,"
Comedy, Family, Romance            ",(2016)
You Are Everything,Lena Geller,7.1,27,"
Adventure, Music, Romance            ",(2016)
Köçek,Nejat Saydam,5.8,27,"
Drama, Romance            ",(1975)
Bir Araya Gelemeyiz,Orhan Aksoy,5.9,27,"
Drama, Romance            ",(1975)
Sinifta senlik,Atilla Gökbürü,4.6,27,"
Comedy, Romance            ",(1975)
Kral arkadasim,Osman F. Seden,7.3,27,"
Romance            ",(1964)
Halk çocugu,Memduh Ün,6.9,27,"
Drama, Romance            ",(1964)
Yarim kalan saadet,Türker Inanoglu,4.8,27,"
Drama, Romance            ",(1970)
Elveda sevgilim,Osman F. Seden,6.7,27,"
Drama, Romance            ",(1965)
Çapkin kiz,Memduh Ün,5.2,27,"
Comedy, Romance            ",(1963)
Ask yarisi,Mehmet Dinler,5.6,27,"
Romance            ",(1962)
Rüyalar gerçek olsa,Hulki Saner,4.7,26,"
Comedy, Romance            ",(1972)
Dostlar sagolsun,Melih Gülgen,4.3,26,"
Drama, Romance            ",(1983)
Mavi melek,Kaya Ererez,3.0,26,"
Romance            ",(1986)
Ilk gözagrisi,Nejat Saydam,5.5,26,"
Comedy, Romance            ",(1963)
Izmir Atesler Içinde,Nuri Ergün,7.0,26,"
Drama, Romance, War            ",(1959)
Simal yildizi,Atif Yilmaz,5.7,26,"
Drama, Romance, War            ",(1954)
Sipsevdi,Orhan Aksoy,5.6,26,"
Comedy, Romance            ",(1963)
Atesböcegi,Ismail Günes,6.8,26,"
Adventure, Drama, Romance            ",(1988)
Gecelerin kadini,Osman F. Seden,2.6,25,"
Drama, Romance            ",(1983)
Denizciler geliyor,Feyzi Tuna,5.6,25,"
Romance            ",(1966)
Nazar degmez insallah,Hulki Saner,5.2,25,"
Comedy, Romance            ",(1965)
Ask ve intikam,Süreyya Duru,5.0,25,"
Drama, Romance            ",(1965)
Acemi çapkin,Nejat Saydam,5.1,25,"
Comedy, Romance            ",(1964)
Bulunmaz usak,Türker Inanoglu,5.6,25,"
Comedy, Romance            ",(1963)
Gurbet,Osman F. Seden,6.3,25,"
Drama, Romance            ",(1959)
Hiçbir gece,Selim Ileri,5.9,25,"
Drama, Romance            ",(1989)
Mahsere kadar,Lütfi Akad,5.2,25,"
Drama, Romance            ",(1972)
Siyah gül,Ülkü Erakalin,5.0,25,"
Drama, Romance            ",(1966)
Sevimli haydut,Asaf Tengiz,5.0,25,"
Adventure, Romance            ",(1961)
Kenarin dilberi,Osman F. Seden,5.9,25,"
Romance            ",(1966)
Kahveci guzeli,Muzaffer Aslan,5.0,25,"
Romance, Drama            ",(1968)
Bambaska,Bahadir Absin,4.0,24,"
Romance            ",(2016)
Koltuk,Meltem Parlak,5.6,24,"
Comedy, Drama, Romance            ",(2013)
Allahim sen bilirsin,Faruk Turgut,5.5,24,"
Drama, Romance            ",(1989)
Aldatacagim,Orhan Elmas,3.7,24,"
Drama, Romance            ",(1991)
Karanliklar melegi,Mehmet Dinler,5.5,24,"
Drama, Romance            ",(1966)
Intikam atesi,Ülkü Erakalin,4.7,24,"
Drama, Romance            ",(1966)
Tasrali kiz,Arsevir Alyanak,5.8,24,"
Drama, Romance            ",(1964)
Siki dur geliyorum,Nisan Hançer,5.7,24,"
Comedy, Romance            ",(1964)
Kül kedisi,Nejat Saydam,4.5,24,"
Drama, Family, Romance            ",(1961)
Köpekler Adasi,Halit Refig,7.5,24,"
Drama, Mystery, Romance            ",(1997)
Canim sana feda,Halit Refig,5.2,24,"
Drama, Romance            ",(1965)
Çalinan ask,Ülkü Erakalin,6.0,24,"
Drama, Romance            ",(1963)
Hamza dalar Osman çalar,Aram Gülyüz,5.0,23,"
Comedy, Romance            ",(1977)
Hizli giden yorulur,Ülkü Erakalin,5.1,23,"
Comedy, Romance            ",(1977)
O kadin,Halit Refig,4.8,23,"
Drama, Romance            ",(1988)
Sampiyon,Yilmaz Atadeniz,6.8,23,"
Romance            ",(1970)
Yarin baska bir gündür,Nejat Saydam,5.9,23,"
Romance            ",(1969)
Sevismek yasak,Mehmet Dinler,5.3,23,"
Romance            ",(1965)
Kadin isterse,Nejat Saydam,7.0,23,"
Drama, Romance            ",(1965)
