Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Bordo Bereliler Afrin,Erhan Baytimur,1.7,133,"
Action, Thriller, War            ",(2018)
Azap,Ulas Gunes Kacargil,5.0,133,"
Horror, Thriller            ",(2015)
Kirmizi,Mustekin Yucel,3.7,133,"
Drama, Thriller            ",(I) (2015)
Iz,Yesim Ustaoglu,6.5,131,"
Thriller            ",(1995)
Azazil 2: Büyü,Mustafa Özen,3.1,129,"
Horror, Thriller            ",(2016)
Melekler Evi,Ömer Kavur,4.4,127,"
Thriller            ",(2000)
Seytan-i Racim 2: Ifrit,Murat Toktamisoglu,2.7,124,"
Horror, Thriller            ",(2015)
Cereyan,Mert Dikmen,4.5,108,"
Thriller            ",(2017)
Saruhan,Emre Konuk,7.7,99,"
Action, Biography, Thriller            ",(2016)
Cinni: Uyanis,Emre Aydin,7.0,96,"
Horror, Thriller            ",(2016)
Ölüler konusmaz ki,Yavuz Yalinkiliç,5.3,95,"
Horror, Thriller            ",(1970)
Alkarisi: Cinnet,Muzaffer Gülçek,2.8,90,"
Horror, Thriller            ",(2015)
Seytan Oyunu,Kadir Genç,8.4,85,"
Horror, Thriller            ",(2019)
Çöl,Çetin Inanç,5.1,84,"
Action, Crime, Thriller            ",(1983)
Çirkin dünya,Osman F. Seden,6.3,81,"
Crime, Drama, Thriller            ",(1974)
Kendinol,Serkan Ozarslan,4.9,75,"
Thriller            ",(2015)
Kötü tohum,Nevzat Pesen,7.2,73,"
Crime, Drama, Thriller            ",(1963)
Istanbul,Mats Arehn,4.4,67,"
Thriller            ",(1989)
Üç Harflilerin Musallat Oldugu Büyülü Konakta Ruh Çagiran Gençlerin Hazin Hikayesi,Sinan Kaçar,4.3,65,"
Comedy, Horror, Thriller            ",(2018)
Durak,Serdar Gözelekli,5.3,61,"
Thriller            ",(2016)
Ayaz,Hakan Kursun,3.3,60,"
Action, Drama, Thriller            ",(2012)
Akrep Yuvasi,Melih Gülgen,6.0,55,"
Action, Crime, Thriller            ",(1977)
La polizia brancola nel buio,Helia Colombo,5.4,53,"
Mystery, SciFi, Thriller            ",(1975)
Muna,Serdar Gözelekli,6.4,52,"
Drama, Thriller, War            ",(I) (2015)
Sinsiran: Yasak ask,Samet Çakirtas,2.9,51,"
Drama, Horror, Thriller            ",(2017)
Kamp,Mustafa Kara,3.9,51,"
Action, Drama, Thriller            ",(2013)
Kara Murat: Mora'nin atesi,Murat Derman,5.9,50,"
Action, Adventure, Thriller            ",(2015)
Bersaglio altezza uomo,Guido Zurli,5.4,50,"
Action, Crime, Thriller            ",(1978)
Kadin düsmani,Ilhan Engin,6.9,49,"
Mystery, Thriller            ",(1967)
Cin Çesmesi,Tuncer Gürbüz,4.7,47,"
Horror, Thriller            ",(2018)
Enkaz,Alpgiray M. Ugurlu,5.5,47,"
Drama, Thriller            ",(2016)
Sekerat Son,Seyda Sen,4.7,44,"
Horror, Thriller            ",(2016)
Arzu,Sahin Gök,4.4,43,"
Drama, Thriller            ",(1985)
Dikkat... Kan araniyor,Temel Gürsu,6.4,43,"
Drama, Thriller            ",(1970)
Il sesso del diavolo,Oscar Brazzi,5.5,38,"
Drama, Thriller            ",(1971)
Gün ortasinda karanlik (Anne),Memduh Ün,6.7,37,"
Drama, Thriller            ",(1990)
Cinayet-i Ask,Ahmet Küçükkayali,3.4,36,"
Fantasy, Horror, Thriller            ",(2017)
La polizia ordina: sparate a vista,Yilmaz Atadeniz,5.0,36,"
Thriller            ",(1976)
Detay,Korhan Bozkurt,5.1,35,"
Thriller            ",(2015)
Ezan,Fuat Yilmaz,2.8,33,"
Horror, Thriller            ",(2015)
Yildiz tepe,Memduh Ün,7.0,32,"
Drama, Thriller            ",(1965)
Son kizgin adam,Zafer Davutoglu,6.2,32,"
Adventure, Thriller            ",(1970)
Hüddam 2,Utku Uçar,5.1,31,"
Drama, Horror, Thriller            ",(2019)
Inanc odasi,Serdar Gözelekli,3.9,31,"
Drama, Thriller            ",(2013)
Gassal,Alper Kivicim,3.2,30,"
Horror, Thriller            ",(2015)
Kiralik oda,Murat Ergun,3.5,29,"
Action, Crime, Thriller            ",(2008)
L'amico del padrino,Frank Agrama,5.8,29,"
Action, Crime, Thriller            ",(1972)
Silahlarin kanunu,Yilmaz Atadeniz,6.6,27,"
Action, Thriller, Adventure            ",(1966)
New York in New York,Serdar Gözelekli,5.8,26,"
Drama, Thriller            ",(2019)
Los dueños del silencio,Carlos Lemos,5.7,26,"
Drama, Thriller            ",(1987)
Kapidaki Sir,Mehmet Ali Zaim,6.7,25,"
Horror, Thriller            ",(2018)
The Blue Man,Utku Celik,6.3,24,"
Drama, Thriller, War            ",(2014)
Zoi,Giorgos Katakouzinos,5.0,22,"
Drama, Thriller            ",(1995)
Madde 438,Ümit Efekan,6.5,21,"
Drama, Thriller            ",(1991)
Lo scoiattolo,Guido Zurli,7.5,21,"
Crime, Mystery, Thriller            ",(1979)
Seytan Geçidi Enhara,Onur Aldogan,6.7,20,"
Horror, Thriller            ",(2018)
Polizia selvaggia,Guido Zurli,5.3,19,"
Action, Crime, Thriller            ",(1977)
Rifat diye biri,Ertem Göreç,6.5,19,"
Thriller, Crime            ",(1962)
Kabus,Tuncer Gürbüz,7.7,18,"
Horror, Thriller            ",(2018)
Biri beni gözlüyor,Ömer Ugur,5.6,17,"
Drama, Thriller            ",(1988)
Afacan,Sinasi Özonuk,4.6,17,"
Adventure, Thriller, Romance            ",(1961)
Görünmeyen adam Istanbul'da,Lütfi Akad,5.4,17,"
Adventure, SciFi, Thriller            ",(1955)
Ates çemberi,Cüneyt Arkin,4.6,17,"
Crime, Thriller            ",(1985)
The Wind Will Speak,Ares Savas Yilmaz,7.2,16,"
Thriller            ",(2017)
Kartal yuvasi,Natuk Baytan,5.9,16,"
Drama, Thriller            ",(1974)
Çiglik,Aydin Arakon,7.5,16,"
Crime, Mystery, Thriller            ",(1949)
Bire on vardi,Memduh Ün,6.9,16,"
Crime, Thriller            ",(1963)
Asgar Cin Vadisi,Yahya Al,4.4,15,"
Horror, Thriller            ",(2019)
Mezarlik,Fuat Yilmaz,4.6,14,"
Drama, Horror, Thriller            ",(2017)
Sapik Kadin,Orhan Elmas,4.7,14,"
Thriller            ",(1988)
Arkadas,Zafer Par,4.4,14,"
Thriller            ",(1989)
Kabuslar Evi: Uyurgezerler,Irmak Çig,6.8,13,"
Thriller            ",(2006)
Katre,Berkay Berkman,5.5,13,"
Thriller            ",(2017)
Morg,Tuncer Gürbüz,1.8,13,"
Horror, Thriller            ",(I) (2017)
Zuzula,Kemal Özdemir,3.8,12,"
Horror, Thriller            ",(2016)
Kü'fa: Cin Kapani,Aykut Karagöl,2.1,12,"
Horror, Thriller            ",(2015)
Korkunç tecavüz,Ertem Göreç,5.1,12,"
Crime, Horror, Thriller            ",(1972)
Takim: Vatan sana canim feda,Sami Güçlü,5.1,12,"
Action, Drama, Thriller            ",(2011)
Iki,Fatih Gürler,3.3,12,"
Horror, Thriller            ",(I) (2017)
Sayili dakikalar,Atif Yilmaz,7.2,12,"
Crime, Thriller            ",(1965)
Ölüm saati,Orhan Erçin,6.4,11,"
Drama, Thriller            ",(1954)
Sah Mat,Yilmaz Atadeniz,7.0,10,"
Adventure, Crime, Thriller            ",(1990)
Vesvese: Cin Tuzagi,Sumeya Kokten,3.5,10,"
Horror, Thriller            ",(2015)
Oteldeki cinayet,Aykut Düz,7.0,10,"
Crime, Thriller            ",(1986)
Kan gövdeyi götürdü,Yilmaz Atadeniz,6.0,10,"
Action, Thriller, Adventure            ",(1965)
Sahis 46,Ege Demirbüken,7.3,9,"
Thriller            ",(2019)
Asimetrik,Alper Giray Urhanoglu,6.9,9,"
Horror, Mystery, Thriller            ",(2015)
Doyumsuz,Artun Yeres,3.3,9,"
Thriller            ",(1990)
Süphenin bedeli,Mehmet Alemdar,5.2,9,"
Horror, Thriller            ",(1995)
Kader diyelim,Mehmet Alemdar,5.7,9,"
Horror, Thriller            ",(1995)
Suya düsen hayal,Orhan Elmas,5.7,9,"
Crime, Drama, Thriller            ",(1972)
Icimdeki Hazine,Hakan Gürtop,6.6,8,"
Action, Adventure, Thriller            ",(2018)
Intikam kadini,Naki Yurter,4.5,8,"
Crime, Thriller            ",(1979)
Miras,Aydin Sayman,4.2,8,"
Action, Mystery, Thriller            ",(I) (2008)
Kusatma,Yilmaz Duru,5.1,8,"
Adventure, Horror, Thriller            ",(1986)
Monolog,Eray Dinç,7.2,8,"
Drama, SciFi, Thriller            ",(2010)
Necroman,Ercan Er,8.2,8,"
Horror, Mystery, Thriller            ",(2019)
FBI chiama Istanbul,Emimmo Salvi,7.5,8,"
Action, Thriller            ",(1964)
Manyak,Nejat Gürsoy,4.6,5,"
Thriller            ",(1986)
Aramizda yasayamazsin,Sirri Gültekin,6.0,5,"
Adventure, Thriller            ",(1954)
Sehrazat,Halit Refig,5.2,5,"
Adventure, Crime, Thriller            ",(1964)
El-Cinnia,Turgut Eryilmaz, , ,"
Horror, Mystery, Thriller            ",
Zifir-i Azap,Haydar Isik, , ,"
Horror, Thriller            ",(2018)
Sessiz Terapi,Tolga Toga, , ,"
Thriller            ",(2018)
Güzelligin Portresi,Umur Turagay, , ,"
Thriller            ",
Rulin,Daniel Fridell, , ,"
Thriller            ",
Istasyon,Volkan Adiyaman, , ,"
Crime, Drama, Thriller            ",(2018)
The Night Bulletin,Orcun Behram, , ,"
Horror, Thriller            ",(2018)
Hafiz, , , ,"
Drama, Horror, Thriller            ",(2018)
Fenomen,Ercüment Kolay, , ,"
Thriller            ",(2018)
Vagon, , , ,"
Horror, Thriller            ",(2018)
Gazeteci kiz,Melih Gülgen, , ,"
Drama, Thriller            ",(1988)
Kronoloji,Ali Aydin, , ,"
Thriller            ",
Av: The Hunt,Emre Akay, , ,"
Thriller            ",
Dilek Agaci,Cem Akyoldas, , ,"
Drama, Thriller            ",(2008)
Son Birkaç Hafta,Xarovan Eskandari, , ,"
Drama, Thriller            ",(2018)
Intikamci,Yavuz Figenli, , ,"
Crime, Thriller            ",(1976)
Son Bir Dans/Dernière Danse,Sumeya Kokten, , ,"
Thriller            ",(2015)
Close Liasions,Burcu Bayram, , ,"
Crime, Drama, Thriller            ",(2016)
Dag III,Alper Caglar, , ,"
Action, Thriller, War            ",
Nomad,Emir Mavitan, , ,"
Drama, Fantasy, Thriller            ",(III) (2017)
Tuzak,Onur Aydin, , ,"
Adventure, Crime, Thriller            ",(2009)
Re9ssance,Bahadir Karasu, , ,"
Mystery, Thriller            ",
Gerçek,Temel Gürsu, , ,"
Crime, Romance, Thriller            ",(1974)
Cinayet masasi,Ali Engin, , ,"
Adventure, Crime, Thriller            ",(1996)
Inside,Bugra Gülsoy, , ,"
Thriller            ",(I)
Günesten de sicak,Müjdat Saylav, , ,"
Adventure, Romance, Thriller            ",(1986)
Kilyos Cinayeti,Artun Yeres, , ,"
Adventure, Drama, Thriller            ",(1989)
Flying Balloons, , , ,"
Drama, Mystery, Thriller            ",
Vampiria,Hasan Karacadag, , ,"
Horror, Thriller            ",
Im Schatten der Waffe,Turan Kalle, , ,"
Action, Thriller            ",(1994)
Fotografdaki kadin,Samim Utku, , ,"
Adventure, Mystery, Thriller            ",(1996)
Bilinmeyen Yasin Yorgunu,Mustafa Ozgun, , ,"
Adventure, Drama, Thriller            ",(2011)
Nobody Comes Nobody Goes,Gürhan Özçiftçi, , ,"
Thriller            ",(2013)
Flas,Yildirim Yanilmaz, , ,"
Crime, Drama, Thriller            ",(1990)
Ilahi adalet,Muharrem Gürses, , ,"
Drama, Thriller            ",(1986)
Generation Last,Joel Juarez, , ,"
Action, SciFi, Thriller            ",(2012)
Kucuk Butce,Koray Balic, , ,"
Thriller            ",(2009)
Sahit,Vural Pakel, , ,"
Crime, Thriller            ",(1978)
Kral benim,Çetin Inanç, , ,"
Thriller            ",(1975)
Zuzula,Ercan Er, , ,"
Horror, Thriller            ",(2018)
Kalpten Gerdanlik,Sultan Nil Turan, , ,"
Drama, Thriller            ",(2019)
Sessiz ol,Samet Çakirtas, , ,"
Horror, Thriller            ",(2018)
Saklambaç: Ölüm oyunu,Samet Çakirtas, , ,"
Thriller            ",(2017)
Jargon,Tayfun Ozturk, , ,"
Thriller            ",(II) (2014)
Uçurum,Mustafa Miraç Kaya, , ,"
Thriller            ",
Reflection,Ilker Savaskurt, , ,"
Drama, Mystery, Thriller            ",(II)
Manyaklar köskü,Aram Gülyüz, , ,"
Thriller            ",(1963)
Pusu,Sirri Gültekin, , ,"
Crime, Thriller            ",(1957)
Çildiran baba,Vedat Örfi Bengü, , ,"
Drama, Thriller            ",(1950)
Bir firtina gecesi,Vedat Örfi Bengü, , ,"
Drama, Thriller            ",(1950)
Düskünler,Vedat Örfi Bengü, , ,"
Drama, Thriller            ",(1948)
