Name,Director,IMDB Rating,Number Of Votes,Genres,Year
Dervis Bey,Serif Gören,6.6,160,"
Drama, Romance            ",(1978)
Ne umduk ne bulduk,Zeki Ökten,6.0,160,"
Comedy            ",(1976)
Daraa,Murat Onbul,6.3,159,"
Action, Drama, History            ",(2018)
Yük,Erden Kiral,6.1,159,"
Drama            ",(2012)
It Must Be Heaven,Elia Suleiman,7.4,158,"
Comedy            ",(2019)
Yagmur: Kiyamet Çiçegi,Onur Aydin,5.7,158,"
Drama            ",(2014)
Kubilay,Ahmet Faik Akinci,4.3,158,"
History            ",(2010)
Bir ihtimal daha var,Ugur Uludag,4.2,158,"
Comedy, Drama, Romance            ",(2007)
Açela,Özgür Dogruöz,6.0,157,"
Animation, Adventure, Comedy            ",(2019)
And: Geçmisin bedeli,Ümit Degirmenci,1.5,157,"
Drama, War            ",(2018)
Yabanci,Filiz Alpgezmen,4.7,157,"
Drama            ",(2012)
Faize hücum,Zeki Ökten,6.5,157,"
Comedy, Drama            ",(1982)
Aysem,Ibrahim Tatlises,3.5,157,"
Drama            ",(1984)
Borç,Vuslat Saraçoglu,6.4,156,"
Drama            ",(2018)
Mavi Gece,Ahmet Hossöyler,4.2,156,"
Comedy, Fantasy            ",(2015)
Kizlar sinifi,Ümit Efekan,3.5,156,"
Comedy, Drama            ",(1984)
Bir Millet Uyaniyor,Ertem Egilmez,7.3,156,"
Drama, War            ",(1966)
Kanli deniz,Orhan Elmas,6.5,156,"
Drama            ",(1974)
Arapsaçi,Ömer Faruk Yardimci,4.5,155,"
Comedy            ",(2018)
Ayhan Hanim,Levent Semerci,6.2,155,"
Drama            ",(2014)
Kabuslar Evi - Gece Gelen Arkadaslar,Cevdet Mercan,4.9,155,"
Crime            ",(2006)
Kanije Kalesi,Yilmaz Atadeniz,5.7,155,"
Action, Adventure, History            ",(1982)
Sebahat & Melahat,Kalender Hasan,2.5,154,"
Comedy            ",(2015)
Acele koca araniyor,Muzaffer Aslan,6.1,154,"
Comedy, Romance            ",(1975)
Satin alinan koca,Duygu Sagiroglu,6.1,154,"
Romance            ",(1971)
Bücür,Umut Kirca,4.9,153,"
Comedy, Family            ",(2018)
Ses,Zeki Ökten,6.4,153,"
Drama            ",(1986)
Toprak Ana,Memduh Ün,7.0,153,"
Drama            ",(1973)
Aç kurtlar,Yilmaz Güney,6.4,153,"
Adventure, Drama, Western            ",(1969)
Kiliç Bey,Natuk Baytan,5.7,153,"
Adventure            ",(1978)
Sokagin Çocuklari,Ahmet Faik Akinci,8.4,152,"
Drama, Family            ",(2019)
Son Çikis,Ramin Matin,6.0,152,"
Comedy, Drama            ",(2018)
Her Sey Mümkün,Alper Babayagmur,5.1,152,"
Comedy            ",(2017)
Pisi pisi,Zeki Ökten,6.6,152,"
Drama, Romance            ",(1975)
Ayrilamam,Temel Gürsu,3.5,152,"
Drama            ",(1986)
Bos besik,Orhan Elmas,6.1,152,"
Drama            ",(1969)
Gülsah küçük anne,Orhan Elmas,4.5,150,"
Drama, Family            ",(1976)
Kara kentin çocuklari - Losers of the Dark City,Orhan Oguz,6.9,150,"
Adventure, Drama, Romance            ",(2000)
Huzurum kalmadi,Natuk Baytan,5.0,150,"
Drama            ",(1980)
Yanimda Kal,Mustafa Ugur Yagcioglu,6.4,149,"
Romance            ",(2018)
Hayati Tehlike,Serdar Isik,4.2,149,"
Comedy            ",(2016)
Aci,Yilmaz Güney,6.3,149,"
Drama, Romance            ",(1971)
Feride,Metin Erksan,5.4,148,"
Drama, Romance            ",(1971)
Senede bir gün,Ertem Egilmez,6.5,147,"
Drama, Romance            ",(1965)
Kiz kulesi asiklari,Irfan Tözüm,4.8,147,"
Drama            ",(1994)
Çekmeköy Underground,Aysim Turkmen,4.6,145,"
Drama, Music            ",(2015)
Canavarlar Sofrasi,Ramin Matin,5.8,145,"
Comedy, Drama            ",(2011)
Sinderella külkedisi,Süreyya Duru,4.7,145,"
Fantasy            ",(1971)
Zohak,Adem Ugur,5.6,144,"
Horror            ",(2018)
Kar korsanlari,Faruk Hacihafizoglu,6.8,144,"
Drama, History            ",(2015)
Devir,Dervis Zaim,6.1,144,"
Drama            ",(2013)
Rüzgarlar,Selim Evci,4.8,144,"
Drama            ",(2013)
Aile pansiyonu,Kartal Tibet,6.3,144,"
Comedy            ",(1987)
Kral Sakir Oyun Zamani,Haluk Can Dizdaroglu,5.7,143,"
Animation            ",(2018)
Damat Kogusu,Ilker Savaskurt,6.5,143,"
Crime, Drama            ",(2017)
Teslimiyet,Emre Yalgin,5.2,143,"
Drama            ",(2010)
Otobüs Yolculari,Ertem Göreç,7.0,143,"
Drama            ",(1961)
Deccal 2,Özgür Bakar,4.0,142,"
Horror            ",(2017)
Seytan Tüyü,Murat Senoy,4.7,142,"
Comedy            ",(I) (2016)
Kaptan feza,Ümit Ünal,5.1,142,"
Action            ",(2010)
Saskin ördek,Ümit Efekan,6.0,142,"
Comedy            ",(1983)
Hasanboguldu,Orhan Aksoy,6.4,142,"
Drama, Romance            ",(1990)
Küçük sevgilim,Orhan Elmas,6.2,142,"
Drama, Romance            ",(1971)
Bordo Bereliler Suriye,Erhan Baytimur,3.6,141,"
Action            ",(2017)
Gölge,Mehmet Güreli,6.2,141,"
Drama            ",(2008)
Battal Gazi,Muharrem Gürses,6.4,141,"
Adventure, History            ",(1966)
Firtina,Nejat Saydam,6.0,141,"
Adventure, Drama, Romance            ",(1977)
Balatli Arif,Atif Yilmaz,6.8,141,"
Comedy, Drama, Romance            ",(1967)
Yumurcak kücük sahit,Türker Inanoglu,4.5,141,"
Crime, Thriller            ",(1972)
Murat ile Nazli,Memduh Ün,5.9,140,"
Drama, Romance            ",(1972)
La rossa dalla pelle che scotta,Renzo Russo,5.3,140,"
Crime, Thriller            ",(1972)
Mon tissu préféré,Gaya Jiji,3.5,139,"
Drama            ",(2018)
Hüddam,Utku Uçar,4.4,139,"
Horror, Mystery            ",(I) (2015)
Cennetten Kovulmak,Ferit Karahan,5.1,139,"
Drama            ",(2014)
Ehmedê Xanî'den: Mem û Zîn,Ümit Elçi,6.6,139,"
Drama, Romance            ",(1991)
Memleketim,Yücel Çakmakli,5.9,139,"
Drama            ",(1974)
Küçük kovboy,Guido Zurli,4.4,139,"
Western            ",(1973)
Camdan Kalp,Fehmi Yasar,6.9,139,"
Drama            ",(1990)
Bensiz,Ahmet Küçükkayali,4.6,138,"
Drama            ",(2014)
Arkadasim Max,Murat Seker,4.1,138,"
Comedy            ",(2013)
Gelmeyen Bahar,Emrah Erdogan,5.3,138,"
Drama            ",(2013)
Dul bir kadin,Atif Yilmaz,6.6,138,"
Romance            ",(1985)
Vurguncular,Serif Gören,6.0,138,"
Adventure, Drama            ",(1971)
Ates,Luk Piyes,6.2,137,"
Action, Drama, Romance            ",(2016)
Pus,Tayfun Pirselimoglu,5.5,137,"
Drama            ",(2010)
Üç sevgili,Mehmet Dinler,5.8,137,"
Comedy, Romance            ",(1972)
Kadin degil bas belasi,Ülkü Erakalin,6.5,137,"
Comedy, Drama, Romance            ",(1968)
Asiye nasil kurtulur,Nejat Saydam,6.7,137,"
Drama            ",(1973)
Aysecik - Yuvanin bekcileri,Aram Gülyüz,5.1,137,"
Drama, Family            ",(1969)
Hazal,Ali Özgentürk,6.6,137,"
Drama            ",(1979)
Günes ne zaman dogacak,Mehmet Kilic,4.0,137,"
Drama            ",(1977)
Mavi sürgün,Erden Kiral,6.3,137,"
Biography, Drama            ",(1993)
Genç pehlivanlar,Mete Gümürhan,6.5,136,"
Family            ",(2016)
Çocuklar çiçektir: Kuduz,Yasar Seriner,7.0,136,"
Adventure, Drama            ",(1983)
Vurun kahpeye,Lütfi Akad,6.1,136,"
Drama, War            ",(1949)
Artik sevmeyecegim,Muzaffer Aslan,5.2,136,"
Drama, Romance            ",(1968)
Kasap havasi,Çigdem Sezgin,5.8,135,"
Drama            ",(2015)
Lost Birds,Ela Alyamac,6.7,135,"
Drama, Family            ",(2015)
Melekler ve kumarbazlar,Ertekin Akpinar,3.7,135,"
Crime, Drama            ",(2009)
Münferit,Dersu Yavuz Altun,5.8,135,"
Crime, Drama            ",(2007)
Ben de özledim,Nazmi Özer,4.4,135,"
Adventure, Drama, Romance            ",(1981)
Karateciler Istanbul'da,Victor Lamp,4.1,135,"
Action            ",(1974)
Senlik var,Nejat Saydam,6.3,134,"
Comedy, Romance            ",(1974)
Tut Yüregimden Anne,Burçin Aydin,4.3,133,"
Drama            ",(2018)
Bordo Bereliler Afrin,Erhan Baytimur,1.7,133,"
Action, Thriller, War            ",(2018)
Azem 3: Cin Tohumu,Hurcan Emre Yilmazer,3.6,133,"
Horror            ",(2016)
Azap,Ulas Gunes Kacargil,5.0,133,"
Horror, Thriller            ",(2015)
Kirmizi,Mustekin Yucel,3.7,133,"
Drama, Thriller            ",(I) (2015)
Mar,Caner Erzincan,5.9,133,"
Drama            ",(2012)
The Watercolor,Cihat Hazardagli,6.7,133,"
Animation            ",(2009)
Hanim,Halit Refig,7.0,133,"
Drama            ",(1989)
Lüküs hayat,Lütfi Akad,6.8,133,"
Musical, Comedy            ",(1950)
Nobat e Asheghi,Mohsen Makhmalbaf,6.5,133,"
Drama, Romance            ",(1995)
El ummar,Tuncer Gürbüz,4.6,132,"
Horror            ",(2018)
Yuva,Emre Yeksan,5.5,132,"
Drama            ",(2018)
Çilek,Günhan Emre Yilmaz,3.8,132,"
Crime            ",(2014)
Rumuz Goncagül,Irfan Tözüm,6.7,132,"
Comedy, Drama            ",(1987)
Zeyno,Atif Yilmaz,6.3,131,"
Drama, Romance            ",(1970)
Iz,Yesim Ustaoglu,6.5,131,"
Thriller            ",(1995)
Vallahi Hortladi,Volkan Adiyaman,5.0,130,"
Comedy            ",(2018)
Sari siyah,Levent Akçay,4.7,130,"
Drama, History, War            ",(2013)
Azazil 2: Büyü,Mustafa Özen,3.1,129,"
Horror, Thriller            ",(2016)
Tepe'nin usaklari,Ismet Eraydin,5.0,129,"
Comedy, Drama            ",(2013)
Gülün Bittigi Yer,Ismail Günes,6.3,129,"
Drama            ",(1998)
Mektup,Ali Özgentürk,6.1,129,"
Drama            ",(1997)
Asilacak kadin,Basar Sabuncu,6.4,129,"
Crime, Drama            ",(1986)
Maglup edilemeyenler,Atif Yilmaz,5.7,129,"
Adventure, Drama            ",(1976)
Cin Tepesi,Furkan Düzen,4.1,128,"
Horror            ",(2018)
Mahkum,Osman F. Seden,6.2,128,"
Adventure, Drama, Romance            ",(1972)
Oyun Bitti,Orhan Elmas,5.6,127,"
Comedy, Romance            ",(1972)
Bir kadinin anatomisi,Yavuz Özkan,4.6,127,"
Drama            ",(1995)
Melekler Evi,Ömer Kavur,4.4,127,"
Thriller            ",(2000)
Aci ile karisik,Tunç Basaran,6.7,126,"
Comedy            ",(1969)
Yasar ne yasar ne yasamaz,Ergin Orbey,6.5,126,"
Comedy            ",(1975)
Bedrana,Süreyya Duru,6.8,126,"
Drama            ",(1974)
Reyhan,Metin Erksan,5.7,126,"
Drama, Romance            ",(1969)
Ince Cumali,Yilmaz Duru,6.3,126,"
Adventure, Drama, Western            ",(1967)
Bas Belasi,Tolga Bas,2.9,125,"
Comedy            ",(2017)
Yolunda A.S.: Çinçin Baglari Hikayesi,Emre Budak,4.2,125,"
Comedy, Drama            ",(2015)
Evlenmeden Olmaz,Yasemin Türkmenli,3.8,125,"
Comedy, Romance            ",(2015)
Senarist,Hulusi Orkun Eser,4.7,125,"
Mystery            ",(2016)
Göl,Ömer Kavur,6.5,125,"
Drama, Romance            ",(1982)
Benim sinemalarim,Füruzan,6.5,125,"
Drama            ",(1990)
Seytan-i Racim 2: Ifrit,Murat Toktamisoglu,2.7,124,"
Horror, Thriller            ",(2015)
Ceza,Burak Donay,1.8,124,"
Adventure            ",(2014)
Askerin Dönüsü,Zeki Ökten,6.8,124,"
Drama            ",(1974)
Kizkaçiran,Korhan Ugur,4.0,123,"
Comedy            ",(2016)
Olur Insallah,Tolga Bas,3.3,123,"
Comedy            ",(2015)
3 Yol,Faysal Soysal,6.1,123,"
Drama, Mystery, War            ",(2013)
Soför Nebahat ve kizi,Süreyya Duru,5.8,123,"
Drama            ",(1964)
Cemil,Melih Gülgen,6.0,123,"
Adventure, Drama            ",(1975)
Ammar 2: Cin Istilasi,Özgür Bakar,3.8,122,"
Horror            ",(2016)
Türkan,Cemal San,6.6,122,"
Biography, Drama            ",(2011)
Eskici ve ogullari,Sahin Gök,6.9,122,"
Drama            ",(1990)
Adamini bul,Aram Gülyüz,5.0,122,"
Comedy, Romance            ",(1975)
Tele kizlar,Osman F. Seden,3.6,122,"
Drama            ",(1985)
Vukuat var,Nejat Saydam,6.3,122,"
Romance            ",(1972)
Fistik gibi masallah,Hulki Saner,6.4,122,"
Romance, Comedy            ",(1964)
Baba Mirasi,Sefa Özçelik,3.2,121,"
Comedy            ",(2016)
Ve Panayir Köyden Gider,Mete Sozer,4.7,121,"
Drama, Mystery            ",(2015)
Katiller de aglar,Orhan Elmas,5.1,121,"
Adventure, Crime, Drama            ",(1985)
Istanbul 79,Orhan Aksoy,6.5,121,"
Drama            ",(1979)
Karakolda ayna var,Halit Refig,6.2,121,"
Comedy            ",(1966)
Figüran,Tolga Çetin,4.7,120,"
Comedy            ",(2015)
Kirik midyeler,Seyfettin Tokmak,6.4,120,"
Drama            ",(2011)
Çingirakli top,Egemen Erturk,4.3,120,"
Comedy            ",(2009)
Kan,Serif Gören,6.4,120,"
Drama            ",(1985)
Kesanli Ali destani,Atif Yilmaz,6.8,120,"
Musical, Comedy            ",(1964)
Insan avcisi,Duygu Sagiroglu,6.3,120,"
Action, Crime, Drama            ",(1975)
Kaos,Semir Aslanyürek,5.9,119,"
Crime, Drama, Mystery            ",(2018)
Yol: The Full Version,Serif Gören,7.5,119,"
Drama            ",(2017)
Emicem Hospital,Ismet Eraydin,2.6,119,"
Comedy            ",(2016)
Unutulmayanlar,Remzi Jöntürk,5.5,119,"
Adventure, Drama            ",(1981)
Suçlular aramizda,Metin Erksan,7.1,119,"
Crime, Drama            ",(1964)
Kezban,Orhan Aksoy,5.6,119,"
Drama, Romance            ",(1968)
Sov bizinis,Mustafa Ugur Yagcioglu,2.6,118,"
Comedy            ",(2011)
Fazilet,Irfan Tözüm,6.7,118,"
Drama            ",(1990)
Balikçi Osman,Nejat Okçugil,6.3,118,"
Drama            ",(1973)
Sen de gitme,Tunç Basaran,6.4,118,"
Drama            ",(1995)
Can Dostlar,Tugçe Soysop,5.3,117,"
Comedy, Family            ",(2019)
Rafadan Tayfa Dehliz Macerasi,Ismail Fidan,6.2,117,"
Animation, Adventure            ",(2018)
Suç Unsuru,Süleyman Arda Eminçe,6.2,117,"
Biography, Comedy, Crime            ",(2019)
Tabula Rosa,Hatice Memis,6.5,117,"
Drama            ",(2015)
Birds Like Us,Faruk Sabanovic,6.2,117,"
Animation, Adventure, Fantasy            ",(2017)
Tutmayin Beni,Semra Dündar,1.9,116,"
Comedy            ",(2016)
Bêrîtan,Jinda Baran,6.9,116,"
Drama, War            ",(2006)
Pantalon Bankasi,Aram Gülyüz,6.7,116,"
Comedy, Fantasy            ",(1965)
Ask Bu Mu?,Ömer Ugur,4.0,115,"
Comedy, Drama, Romance            ",(2018)
Uyaniklar dünyasi,Aram Gülyüz,5.0,115,"
Adventure, Comedy, Crime            ",(1985)
Hop Dedik,Oguz Yalçin,3.5,115,"
Action            ",(2011)
Iz - rêç,M. Tayfur Aydin,6.3,115,"
Drama            ",(2011)
Sürgün,Mehmet Tanrisever,6.7,115,"
Drama            ",(1992)
Pir Sultan Abdal,Remzi Jöntürk,6.5,115,"
Drama            ",(1973)
Aysecik çiti piti kiz,Hulki Saner,5.3,115,"
Drama, Family            ",(1964)
Haremde dört kadin,Halit Refig,6.7,115,"
Drama, History            ",(1965)
Mezarci,Talip Karamahmutoglu,4.7,114,"
Comedy, Drama            ",(2016)
Namus düsmani,Zeki Alasya,5.2,114,"
Comedy, Romance            ",(1986)
Kaynanalar,Zeki Ökten,6.2,114,"
Family, Comedy            ",(1975)
Gecelerin ötesi,Metin Erksan,7.3,114,"
Crime, Drama            ",(1960)
Kambur,Atif Yilmaz,6.4,113,"
Drama            ",(1973)
Alice Müzikali,Serdar Bilis,6.7,112,"
Musical            ",(2019)
Doktor,Zeki Alasya,4.8,112,"
Drama            ",(1979)
Aysecik canimin içi,Hulki Saner,5.1,112,"
Comedy, Family, Romance            ",(1963)
Benim Babam Bir Melek,Emrah Saltik,7.0,111,"
Comedy, Drama            ",(2017)
Nergis Hanim,Gorkem Sarkan,6.1,111,"
Drama            ",(2014)
Iki kizgin adam,Ertem Göreç,6.5,111,"
Adventure, Drama, Romance            ",(1976)
Almanyali Yarim,Orhan Aksoy,5.9,111,"
Drama, Romance            ",(1974)
Minik Serçe,Atif Yilmaz,6.2,111,"
Drama, Romance            ",(1978)
Tarzan of Manisa,Orhan Oguz,5.8,111,"
Drama            ",(1994)
Med cezir manzaralari,Mahinur Ergun,6.4,110,"
Adventure, Drama, Romance            ",(1989)
Bahti kara,Theron Patterson,5.4,110,"
Drama            ",(2009)
Kaptan,Zeki Alasya,4.3,110,"
Romance            ",(1984)
Adsiz cengaver,Halit Refig,5.5,110,"
Adventure, Fantasy            ",(1970)
Halef,Murat Düzgünoglu,5.7,109,"
Drama            ",(2018)
Beginner,Burçak Üzen,6.2,109,"
Drama            ",(2017)
O.H.A: Oflu Hoca'yi Aramak,Levent Soyarslan,6.3,109,"
Adventure, Comedy            ",(2014)
Hiçkirik,Orhan Aksoy,6.4,109,"
Drama, Romance            ",(1965)
Sözde kizlar,Nejat Saydam,5.9,109,"
Drama            ",(1967)
Ver Kaç,Orçun Benli,4.7,108,"
Comedy, Drama            ",(2017)
Cereyan,Mert Dikmen,4.5,108,"
Thriller            ",(2017)
Çöl Kartali,Halit Refig,5.8,108,"
Adventure, History, Romance            ",(1972)
Kayip özgürlük,Umur Hozatli,4.9,108,"
Drama            ",(2011)
Samanyolu,Orhan Aksoy,6.2,108,"
Romance            ",(1967)
Birlesen yollar,Yücel Çakmakli,6.8,108,"
Romance            ",(1970)
Su da yanar,Ali Özgentürk,5.9,108,"
Drama            ",(1987)
Lady Winsley,Hiner Saleem,6.2,107,"
Comedy, Crime            ",(2019)
Eylül,Cemil Agacikoglu,4.5,107,"
Drama            ",(2011)
No Ofsayt,Mehmet Bahadir Er,1.8,107,"
Comedy            ",(2009)
Cici gelin,Nuri Ergün,5.7,107,"
Comedy, Romance            ",(1967)
Büyük Yalnizlik,Yavuz Özkan,4.7,107,"
Drama            ",(1990)
Affedilmeyen,Türker Inanoglu,5.6,107,"
Drama, Romance            ",(1966)
Aci hayat,Orhan Aksoy,6.1,107,"
Drama            ",(1973)
Mavi esarp,Nejat Saydam,5.1,107,"
Drama, Romance            ",(1971)
Yaban,Nihat Durak,6.5,107,"
Drama, War            ",(1996)
Baba Kartal,Cüneyt Arkin,6.5,107,"
Adventure, Drama            ",(1979)
Çat Kapi Ask,Erhan Baytimur,4.8,106,"
Comedy, Romance            ",(2019)
Ezo Gelin,Feyzi Tuna,5.8,106,"
Drama, Romance            ",(1973)
Minyeli Abdullah 2,Yücel Çakmakli,6.6,106, ,(1990)
Battal Gazi Geliyor,Sami Ayanoglu,5.9,106,"
Adventure            ",(1955)
Bir sonbahar hikayesi,Yavuz Özkan,6.1,106,"
Drama            ",(1994)
Yildizlar da Kayar: Das Borak,Levent Görgeç,3.0,105,"
Comedy            ",(2016)
Dust,Gozde Kural,6.0,105,"
Action, Drama            ",(III) (2016)
Aci,Cemal San,5.5,105,"
Drama            ",(2009)
Beklenen Sarki,Orhon M. Ariburnu,6.8,105,"
Drama, Romance            ",(1953)
Gramofon avrat,Yusuf Kurçenli,6.8,105,"
Drama, Romance            ",(1987)
Aysel: Batakli damin kizi,Muhsin Ertugrul,6.6,105,"
Drama            ",(1934)
Tuzdan Kaide,Burak Cevik,5.1,104,"
Drama            ",(2018)
Müthis Bir Film,Emir Khalilzadeh,5.1,104,"
Comedy            ",(2016)
Saddam'in askerleri: Bir Gani Rüzgar Savata filmi,Gani Savata,2.0,104,"
Drama            ",(2009)
18'ler takimi,Mesut Taner,1.4,104,"
Comedy, Crime            ",(2007)
Ates Dagli,Temel Gürsu,5.3,104,"
Adventure, Drama            ",(1985)
Aski ben mi yarattim,Serif Gören,4.8,104,"
Drama, Romance            ",(1979)
Osmanli kartali,Osman F. Seden,6.1,104,"
Drama, War            ",(1969)
Türk Lokumu,Deniz Denizciler,2.8,103,"
Comedy            ",(2016)
Ohthes,Panos Karkanevatos,5.1,103,"
Drama            ",(2015)
Bir Gece,Ulas Yigit Ulker,4.3,103,"
Drama            ",(2015)
Bendeyar,Joel Leang,3.2,103,"
Action, Drama            ",(2011)
Yarin son gundur,Yilmaz Güney,6.0,103,"
Action            ",(1971)
Malkoçoglu - kurt bey,Süreyya Duru,4.6,103,"
Action, Adventure, Fantasy            ",(1972)
Bebek yüzlü,Vural Pakel,5.9,103,"
Drama            ",(1973)
Efkarli sosyetede,Türker Inanoglu,5.9,103,"
Comedy, Romance            ",(1968)
Hatasiz Kul Olmaz,Osman F. Seden,4.8,103,"
Drama, Romance            ",(1977)
Ask mabudesi,Nejat Saydam,6.2,103,"
Romance, Drama            ",(1969)
Azem: Cin Karasi,Volkan Akbas,3.2,102,"
Horror            ",(2014)
Ferahfeza,Elif Refig,4.7,102,"
Adventure, Family, Romance            ",(2013)
Sari Zeybek,Münir Hayri Egeli,6.8,102,"
Adventure            ",(1953)
Ali,Ramazan Özer,5.2,101,"
Drama            ",(II) (2019)
Sen bir meleksin,Nejat Saydam,6.1,101,"
Romance            ",(1969)
Fotograf,Kazim Öz,6.3,101,"
Drama            ",(2001)
Soguktu ve yagmur çiseliyordu,Engin Ayça,7.0,101,"
Drama, Family, Romance            ",(1990)
On kadin,Serif Gören,6.6,101,"
Drama            ",(1987)
Aysecik - Cimcime Hanim,Hulki Saner,5.5,101,"
Adventure, Comedy, Drama            ",(1964)
Saf,Ali Vatansever,7.0,100,"
Drama            ",(2018)
Dead Horse Nebula,Tarik Aktas,5.5,100,"
Drama            ",(2018)
Sandik,H. Mucahit Pehlivan,6.0,100,"
Horror            ",(2018)
The Guest Aleppo to Istanbul,Andaç Haznedaroglu,7.3,100,"
Drama            ",(2017)
Cici Kiz,Nejat Saydam,5.8,100,"
Comedy, Drama            ",(1974)
Kuyucakli Yusuf,Feyzi Tuna,6.5,100,"
Drama            ",(1985)
Kirk Yalan Memis,Aram Gülyüz,5.1,100,"
Comedy            ",(1972)
Gülizar,Hulki Saner,5.8,100,"
Comedy, Musical, Romance            ",(1972)
Açlik,Bilge Olgaç,6.8,100,"
Drama            ",(1974)
Son savasçi,Çetin Inanç,5.7,100,"
Action            ",(1982)
Saruhan,Emre Konuk,7.7,99,"
Action, Biography, Thriller            ",(2016)
Sisman ile Pisman,Bülent Pelit,1.1,99,"
Comedy            ",(1995)
Anka kusu,Mesut Uçakan,5.9,99,"
Drama            ",(2007)
Avci,Erden Kiral,6.6,99,"
Drama            ",(1998)
Oldu mu simdi?,Kenan Öztürk,3.3,98,"
Adventure, Comedy            ",(2016)
Salvar Bank,Hulki Saner,5.7,98,"
Comedy            ",(1986)
Yavrularim,Bilge Olgaç,7.2,98,"
Drama            ",(1984)
Yalniz degilsiniz,Mesut Uçakan,7.1,98,"
Drama            ",(1990)
Bekar odasi,Türker Inanoglu,6.0,98,"
Comedy            ",(1967)
Yavrum,Orhan Aksoy,5.5,98,"
Drama, Family            ",(1970)
Azem 4: Alacakaranlik,Volkan Akbas,4.1,97,"
Horror            ",(2016)
Yola Geldik,Haydar Isik,3.2,97,"
Comedy            ",(2016)
Ceberrut,Özgür Yelence,3.3,97,"
Horror            ",(2016)
Icimdeki Balik,Ertan Velimatti Alagoz,5.5,97,"
Drama            ",(2015)
Yurt,Muzaffer Özdemir,6.0,97,"
Drama            ",(2011)
Daginik yatak,Atif Yilmaz,6.4,97,"
Drama, Romance            ",(1984)
Cellat,Memduh Ün,6.4,97,"
Action            ",(1975)
Taksi soförü,Serif Gören,5.7,97,"
Drama            ",(1976)
Cemo,Atif Yilmaz,7.1,97,"
Drama, Romance            ",(1972)
Tatli Seyler,Ugur Uludag,4.1,96,"
Comedy            ",(2017)
Cinni: Uyanis,Emre Aydin,7.0,96,"
Horror, Thriller            ",(2016)
Kilink uçan adama karsi,Yilmaz Atadeniz,6.0,96,"
SciFi, Adventure, Action            ",(1967)
Bir teselli ver,Lütfi Akad,4.9,96,"
Drama, Romance            ",(1972)
Canli hedef,Yilmaz Güney,6.2,96,"
Action, Crime, Drama            ",(1970)
Azem 2: Cin Garezi,Erdinc Kazimoglu,3.8,95,"
Horror            ",(2015)
Çagrilan,Hüseyin Eleman,4.0,95,"
Horror            ",(I) (2016)
Iki canbaz,Natuk Baytan,5.7,95,"
Adventure, Comedy, Crime            ",(1979)
Susuz yaz,Yilmaz Duru,7.5,95,"
Drama            ",(1974)
Sakli yüzler,Handan Ipekçi,7.0,95,"
Drama            ",(2007)
Isportaci kiz,Türker Inanoglu,6.0,95,"
Comedy, Romance            ",(1970)
Ölüler konusmaz ki,Yavuz Yalinkiliç,5.3,95,"
Horror, Thriller            ",(1970)
Adem ile Havva,Serif Gören,7.3,95,"
Romance            ",(1986)
Veda,Orhan Aksoy,6.8,95,"
Drama            ",(1974)
Genco,Ali Kemal Çinar,3.9,94,"
Drama, Fantasy            ",(2017)
Küçük günahlar,Riza Kiraç,5.6,94,"
Drama            ",(2011)
Arkadaslik öldümü,Safa Önal,5.9,94,"
Adventure, Comedy            ",(1970)
Beyaz ölüm,Halit Refig,4.7,94,"
Drama, Crime            ",(1983)
Agri dagi efsanesi,Memduh Ün,5.9,94,"
Drama            ",(1975)
Düsman yollari kesti,Osman F. Seden,7.3,94,"
Drama, War            ",(1959)
Selahattin Eyyubi,Süreyya Duru,4.9,94,"
Biography, History, War            ",(1970)
Içimdeki Insan,Aydin Sayman,6.6,93,"
Drama            ",(2015)
"Bir Gevrek, Bir Boyoz, Iki de Kumru",Osman Dikiciler,6.3,93,"
Comedy, Drama, Romance            ",(2013)
Eksi Bir,Orhan Oguz,9.0,92,"
Drama            ",(2017)
"Üç, Iki, Bir... Kestik!",Kerem Sari,4.2,92,"
Comedy            ",(2014)
Iksir,Birkan Uz,5.0,92,"
Animation, Adventure, Comedy            ",(2014)
Derbeder,Temel Gürsu,6.1,92,"
Drama, Romance            ",(1978)
Seytan-i Ins,Gökhan Ari,8.0,92,"
Horror            ",(2019)
Firar,Serif Gören,7.3,92,"
Drama            ",(1984)
Küçük hanimefendi,Ertem Egilmez,5.5,92,"
Romance            ",(1970)
Bir garip yolcu,Ülkü Erakalin,7.4,92,"
Drama            ",(1973)
Iki arkadas,Serif Gören,6.3,92,"
Drama, Adventure            ",(1976)
Küçük baliklar üzerine bir masal,Baris Pirhasan,7.5,92,"
Drama, Romance            ",(1990)
Bülbül yuvasi,Nejat Saydam,5.9,92,"
Drama, Romance            ",(1970)
Yarali kurt,Lütfi Akad,6.8,92,"
Drama, Crime            ",(1972)
Yarim,Çagil Nurhak Aydogdu,6.3,91,"
Drama            ",(2016)
Terkedilmis,Korhan Ugur,5.7,91,"
Drama            ",(2015)
Yarinsiz adam,Remzi Jöntürk,6.7,91,"
Adventure, Drama            ",(1976)
Fakir gencin romani,Nuri Ergün,7.3,91,"
Drama, Romance            ",(1965)
Küçük hanimin soförü,Nejat Saydam,5.9,91,"
Comedy, Romance            ",(1962)
Firat'in cinleri,Korhan Yurtsever,8.0,91,"
Drama            ",(1977)
Yalnizlar rihtimi,Lütfi Akad,6.8,91,"
Drama, Romance            ",(1959)
